Contract Name,Last Trade Date,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility,Type,Maturity
MSFT231208C00295000,2023-12-01 11:44AM EST,295.0,77.75,77.45,78.15,0.0,-,1,2,209.38%,Call,"December 8, 2023"
MSFT231208C00300000,2023-12-06 3:48PM EST,300.0,69.25,72.7,73.65,0.0,-,1,5,231.15%,Call,"December 8, 2023"
MSFT231208C00305000,2023-12-07 10:18AM EST,305.0,63.91,66.4,68.3,0.0,-,1,3,224.32%,Call,"December 8, 2023"
MSFT231208C00310000,2023-12-08 10:27AM EST,310.0,62.67,62.25,63.45,0.24,+0.38%,4,4,175.59%,Call,"December 8, 2023"
MSFT231208C00315000,2023-12-05 2:32PM EST,315.0,56.82,56.6,58.35,0.0,-,2,4,196.88%,Call,"December 8, 2023"
MSFT231208C00320000,2023-12-08 10:30AM EST,320.0,52.65,52.35,53.35,1.35,+2.63%,5,87,149.41%,Call,"December 8, 2023"
MSFT231208C00325000,2023-12-01 12:32PM EST,325.0,49.08,47.1,48.3,0.0,-,16,21,119.92%,Call,"December 8, 2023"
MSFT231208C00327500,2023-12-07 11:27AM EST,327.5,41.07,44.65,45.7,0.0,-,21,21,110.55%,Call,"December 8, 2023"
MSFT231208C00330000,2023-12-07 10:21AM EST,330.0,42.26,42.45,43.3,2.86,+7.26%,2,170,125.39%,Call,"December 8, 2023"
MSFT231208C00335000,2023-12-07 3:54PM EST,335.0,36.11,37.5,38.45,0.0,-,12,31,118.65%,Call,"December 8, 2023"
MSFT231208C00337500,2023-12-07 10:28AM EST,337.5,32.1,35.4,35.85,0.0,-,10,13,119.53%,Call,"December 8, 2023"
MSFT231208C00340000,2023-12-08 9:37AM EST,340.0,29.51,32.95,33.45,-1.39,-4.50%,2,185,115.67%,Call,"December 8, 2023"
MSFT231208C00342500,2023-12-08 10:18AM EST,342.5,30.7,29.95,31.05,2.4,+8.48%,3,23,99.41%,Call,"December 8, 2023"
MSFT231208C00345000,2023-12-08 10:31AM EST,345.0,27.42,27.75,28.85,1.07,+4.06%,114,873,104.69%,Call,"December 8, 2023"
MSFT231208C00347500,2023-12-07 3:57PM EST,347.5,23.05,25.5,26.0,-0.65,-2.74%,3,46,95.41%,Call,"December 8, 2023"
MSFT231208C00350000,2023-12-08 10:56AM EST,350.0,23.2,22.95,23.8,2.4,+11.54%,13,392,91.89%,Call,"December 8, 2023"
MSFT231208C00352500,2023-12-08 9:54AM EST,352.5,17.5,20.4,20.9,-0.89,-4.84%,3,164,76.95%,Call,"December 8, 2023"
MSFT231208C00355000,2023-12-08 10:30AM EST,355.0,17.7,17.6,18.0,1.37,+8.39%,45,460,55.76%,Call,"December 8, 2023"
MSFT231208C00357500,2023-12-08 10:31AM EST,357.5,14.5,14.7,15.85,1.36,+10.35%,2,133,67.38%,Call,"December 8, 2023"
MSFT231208C00360000,2023-12-08 10:52AM EST,360.0,12.4,12.65,13.05,1.13,+10.03%,46,2632,51.22%,Call,"December 8, 2023"
MSFT231208C00362500,2023-12-08 10:54AM EST,362.5,10.5,10.55,10.95,1.8,+20.69%,14,350,52.95%,Call,"December 8, 2023"
MSFT231208C00365000,2023-12-08 10:49AM EST,365.0,6.55,8.05,8.25,0.05,+0.77%,289,1678,39.99%,Call,"December 8, 2023"
MSFT231208C00367500,2023-12-08 10:54AM EST,367.5,5.5,5.6,5.85,1.39,+33.82%,636,1551,32.84%,Call,"December 8, 2023"
MSFT231208C00370000,2023-12-08 10:55AM EST,370.0,3.35,3.1,3.2,0.87,+35.08%,5043,4952,20.41%,Call,"December 8, 2023"
MSFT231208C00372500,2023-12-08 10:56AM EST,372.5,1.37,1.32,1.34,0.07,+5.38%,7310,6857,16.68%,Call,"December 8, 2023"
MSFT231208C00375000,2023-12-08 10:56AM EST,375.0,0.35,0.36,0.38,-0.27,-43.55%,6887,12231,15.72%,Call,"December 8, 2023"
MSFT231208C00377500,2023-12-08 10:55AM EST,377.5,0.07,0.06,0.07,-0.2,-74.07%,2513,6776,15.63%,Call,"December 8, 2023"
MSFT231208C00380000,2023-12-08 10:54AM EST,380.0,0.01,0.01,0.02,-0.1,-90.91%,2016,8729,17.58%,Call,"December 8, 2023"
MSFT231208C00382500,2023-12-08 10:53AM EST,382.5,0.01,0.0,0.01,-0.05,-83.33%,536,4400,20.70%,Call,"December 8, 2023"
MSFT231208C00385000,2023-12-08 10:52AM EST,385.0,0.01,0.0,0.01,-0.03,-75.00%,322,6555,25.00%,Call,"December 8, 2023"
MSFT231208C00387500,2023-12-08 10:24AM EST,387.5,0.01,0.0,0.01,-0.01,-50.00%,73,1939,29.69%,Call,"December 8, 2023"
MSFT231208C00390000,2023-12-08 10:52AM EST,390.0,0.02,0.0,0.01,0.0,-,175,6485,33.59%,Call,"December 8, 2023"
MSFT231208C00392500,2023-12-08 9:44AM EST,392.5,0.01,0.0,0.01,-0.01,-50.00%,13,2074,37.50%,Call,"December 8, 2023"
MSFT231208C00395000,2023-12-08 10:52AM EST,395.0,0.01,0.0,0.01,-0.01,-50.00%,42,2624,42.19%,Call,"December 8, 2023"
MSFT231208C00397500,2023-12-08 10:50AM EST,397.5,0.01,0.0,0.01,0.0,-,237,2177,46.09%,Call,"December 8, 2023"
MSFT231208C00400000,2023-12-08 10:06AM EST,400.0,0.01,0.0,0.01,0.0,-,343,5506,50.00%,Call,"December 8, 2023"
MSFT231208C00405000,2023-12-07 3:55PM EST,405.0,0.01,0.0,0.01,0.0,-,44,3410,53.13%,Call,"December 8, 2023"
MSFT231208C00410000,2023-12-07 1:53PM EST,410.0,0.01,0.0,0.01,0.0,-,6,2566,60.94%,Call,"December 8, 2023"
MSFT231208C00415000,2023-12-07 9:57AM EST,415.0,0.01,0.0,0.01,0.0,-,1,1297,68.75%,Call,"December 8, 2023"
MSFT231208C00420000,2023-12-07 10:41AM EST,420.0,0.01,0.0,0.01,0.0,-,1,436,75.00%,Call,"December 8, 2023"
MSFT231208C00425000,2023-12-05 3:29PM EST,425.0,0.01,0.0,0.01,0.0,-,1,240,81.25%,Call,"December 8, 2023"
MSFT231208C00430000,2023-12-04 10:30AM EST,430.0,0.01,0.0,0.01,0.0,-,1,155,87.50%,Call,"December 8, 2023"
MSFT231208C00435000,2023-12-01 1:10PM EST,435.0,0.01,0.0,0.01,0.0,-,80,230,93.75%,Call,"December 8, 2023"
MSFT231208C00440000,2023-11-29 3:02PM EST,440.0,0.01,0.0,0.01,0.0,-,116,134,100.00%,Call,"December 8, 2023"
MSFT231208C00445000,2023-11-29 1:14PM EST,445.0,0.02,0.0,0.01,0.0,-,1,153,106.25%,Call,"December 8, 2023"
MSFT231208C00450000,2023-11-30 9:55AM EST,450.0,0.01,0.0,0.01,0.0,-,16,47,112.50%,Call,"December 8, 2023"
MSFT231208C00455000,2023-12-01 9:30AM EST,455.0,0.02,0.0,0.01,0.0,-,1,41,118.75%,Call,"December 8, 2023"
MSFT231208C00460000,2023-11-24 9:53AM EST,460.0,0.02,0.0,0.01,0.0,-,1,31,125.00%,Call,"December 8, 2023"
MSFT231208C00465000,2023-11-21 12:03PM EST,465.0,0.02,0.0,0.01,0.0,-,60,82,131.25%,Call,"December 8, 2023"
MSFT231208C00480000,2023-12-04 9:30AM EST,480.0,0.01,0.0,0.01,0.0,-,-,1,150.00%,Call,"December 8, 2023"
MSFT231208C00525000,2023-12-07 11:16AM EST,525.0,0.01,0.0,0.01,0.0,-,1,2,193.75%,Call,"December 8, 2023"
MSFT231208P00170000,2023-11-29 3:42PM EST,170.0,0.01,0.0,0.01,0.0,-,-,3,437.50%,Put,"December 8, 2023"
MSFT231208P00200000,2023-12-06 2:07PM EST,200.0,0.01,0.0,0.01,0.0,-,-,4,350.00%,Put,"December 8, 2023"
MSFT231208P00205000,2023-12-06 10:16AM EST,205.0,0.01,0.0,0.01,0.0,-,-,1,337.50%,Put,"December 8, 2023"
MSFT231208P00230000,2023-11-16 12:33PM EST,230.0,0.01,0.0,0.01,0.0,-,1,10,275.00%,Put,"December 8, 2023"
MSFT231208P00240000,2023-11-10 9:56AM EST,240.0,0.02,0.0,0.01,0.0,-,50,54,256.25%,Put,"December 8, 2023"
MSFT231208P00245000,2023-11-02 2:04PM EST,245.0,0.07,0.0,0.32,0.0,-,1,2,338.28%,Put,"December 8, 2023"
MSFT231208P00250000,2023-11-15 12:19PM EST,250.0,0.03,0.0,0.01,0.0,-,104,125,231.25%,Put,"December 8, 2023"
MSFT231208P00255000,2023-12-01 3:47PM EST,255.0,0.01,0.0,0.01,0.0,-,26,206,218.75%,Put,"December 8, 2023"
MSFT231208P00260000,2023-12-01 3:48PM EST,260.0,0.01,0.0,0.01,0.0,-,367,710,212.50%,Put,"December 8, 2023"
MSFT231208P00265000,2023-12-04 10:36AM EST,265.0,0.01,0.0,0.01,0.0,-,1,166,200.00%,Put,"December 8, 2023"
MSFT231208P00270000,2023-12-04 10:37AM EST,270.0,0.01,0.0,0.01,0.0,-,8,774,187.50%,Put,"December 8, 2023"
MSFT231208P00275000,2023-12-04 10:42AM EST,275.0,0.01,0.0,0.01,0.0,-,122,236,181.25%,Put,"December 8, 2023"
MSFT231208P00280000,2023-12-07 2:27PM EST,280.0,0.01,0.0,0.01,0.0,-,1,483,168.75%,Put,"December 8, 2023"
MSFT231208P00285000,2023-12-07 2:27PM EST,285.0,0.01,0.0,0.01,0.0,-,1,505,159.38%,Put,"December 8, 2023"
MSFT231208P00290000,2023-12-05 9:30AM EST,290.0,0.01,0.0,0.01,0.0,-,1,682,150.00%,Put,"December 8, 2023"
MSFT231208P00295000,2023-12-04 2:14PM EST,295.0,0.01,0.0,0.01,0.0,-,240,869,140.63%,Put,"December 8, 2023"
MSFT231208P00300000,2023-12-07 1:49PM EST,300.0,0.01,0.0,0.01,0.0,-,5,900,131.25%,Put,"December 8, 2023"
MSFT231208P00305000,2023-12-06 9:57AM EST,305.0,0.01,0.0,0.01,0.0,-,1,1065,121.88%,Put,"December 8, 2023"
MSFT231208P00310000,2023-12-07 9:30AM EST,310.0,0.01,0.0,0.01,0.0,-,1,843,112.50%,Put,"December 8, 2023"
MSFT231208P00315000,2023-12-07 3:56PM EST,315.0,0.01,0.0,0.01,0.0,-,2,746,103.13%,Put,"December 8, 2023"
MSFT231208P00320000,2023-12-06 10:53AM EST,320.0,0.01,0.0,0.01,0.0,-,65,652,93.75%,Put,"December 8, 2023"
MSFT231208P00322500,2023-12-06 2:03PM EST,322.5,0.01,0.0,0.01,0.0,-,98,169,90.63%,Put,"December 8, 2023"
MSFT231208P00325000,2023-12-07 3:57PM EST,325.0,0.01,0.0,0.01,0.0,-,32,1992,84.38%,Put,"December 8, 2023"
MSFT231208P00327500,2023-12-07 9:48AM EST,327.5,0.01,0.0,0.01,0.0,-,8,676,81.25%,Put,"December 8, 2023"
MSFT231208P00330000,2023-12-07 1:30PM EST,330.0,0.01,0.0,0.01,0.0,-,327,2212,76.56%,Put,"December 8, 2023"
MSFT231208P00332500,2023-12-07 2:01PM EST,332.5,0.01,0.0,0.01,0.0,-,58,787,71.88%,Put,"December 8, 2023"
MSFT231208P00335000,2023-12-08 9:52AM EST,335.0,0.01,0.0,0.01,0.0,-,2,1699,68.75%,Put,"December 8, 2023"
MSFT231208P00337500,2023-12-08 9:35AM EST,337.5,0.01,0.0,0.01,0.0,-,68,599,62.50%,Put,"December 8, 2023"
MSFT231208P00340000,2023-12-08 10:49AM EST,340.0,0.01,0.0,0.01,0.0,-,514,1359,59.38%,Put,"December 8, 2023"
MSFT231208P00342500,2023-12-08 9:42AM EST,342.5,0.01,0.0,0.01,-0.01,-50.00%,110,483,54.69%,Put,"December 8, 2023"
MSFT231208P00345000,2023-12-08 10:01AM EST,345.0,0.01,0.0,0.01,-0.01,-50.00%,213,1614,50.00%,Put,"December 8, 2023"
MSFT231208P00347500,2023-12-08 10:19AM EST,347.5,0.01,0.0,0.01,-0.02,-66.67%,181,1024,49.22%,Put,"December 8, 2023"
MSFT231208P00350000,2023-12-08 10:48AM EST,350.0,0.01,0.0,0.01,-0.01,-50.00%,172,2833,44.53%,Put,"December 8, 2023"
MSFT231208P00352500,2023-12-08 10:55AM EST,352.5,0.01,0.01,0.02,-0.02,-66.67%,298,2353,43.36%,Put,"December 8, 2023"
MSFT231208P00355000,2023-12-08 10:48AM EST,355.0,0.01,0.01,0.02,-0.02,-66.67%,191,3428,38.28%,Put,"December 8, 2023"
MSFT231208P00357500,2023-12-08 10:39AM EST,357.5,0.02,0.01,0.02,-0.03,-60.00%,478,2096,33.59%,Put,"December 8, 2023"
MSFT231208P00360000,2023-12-08 10:53AM EST,360.0,0.01,0.01,0.02,-0.07,-87.50%,905,5655,28.52%,Put,"December 8, 2023"
MSFT231208P00362500,2023-12-08 10:54AM EST,362.5,0.02,0.01,0.02,-0.12,-85.71%,904,3093,23.44%,Put,"December 8, 2023"
MSFT231208P00365000,2023-12-08 10:54AM EST,365.0,0.02,0.02,0.03,-0.28,-93.33%,3526,6827,19.34%,Put,"December 8, 2023"
MSFT231208P00367500,2023-12-08 10:56AM EST,367.5,0.04,0.03,0.04,-0.66,-94.29%,5475,3704,14.55%,Put,"December 8, 2023"
MSFT231208P00370000,2023-12-08 10:55AM EST,370.0,0.15,0.16,0.17,-1.37,-90.13%,7851,5381,12.31%,Put,"December 8, 2023"
MSFT231208P00372500,2023-12-08 10:56AM EST,372.5,0.67,0.66,0.69,-2.18,-76.49%,2846,5616,9.40%,Put,"December 8, 2023"
MSFT231208P00375000,2023-12-08 10:54AM EST,375.0,2.42,2.3,2.4,-2.05,-45.86%,565,2631,0.00%,Put,"December 8, 2023"
MSFT231208P00377500,2023-12-08 10:53AM EST,377.5,4.87,4.5,4.85,-1.74,-26.32%,117,2297,0.00%,Put,"December 8, 2023"
MSFT231208P00380000,2023-12-08 10:54AM EST,380.0,7.14,6.65,7.0,-2.13,-22.98%,51,918,0.00%,Put,"December 8, 2023"
MSFT231208P00382500,2023-12-08 10:53AM EST,382.5,9.82,9.1,9.5,-2.02,-17.06%,11,708,0.00%,Put,"December 8, 2023"
MSFT231208P00385000,2023-12-08 10:46AM EST,385.0,13.7,11.2,12.1,-0.51,-3.59%,10,138,0.00%,Put,"December 8, 2023"
MSFT231208P00387500,2023-12-06 12:44PM EST,387.5,18.24,14.2,14.9,0.0,-,1,1,0.00%,Put,"December 8, 2023"
MSFT231208P00390000,2023-12-07 3:56PM EST,390.0,18.9,16.6,17.0,0.0,-,5,30,0.00%,Put,"December 8, 2023"
MSFT231208P00392500,2023-12-06 2:31PM EST,392.5,22.75,18.85,19.8,0.0,-,25,6,0.00%,Put,"December 8, 2023"
MSFT231208P00395000,2023-12-01 11:22AM EST,395.0,23.0,21.7,22.25,0.0,-,1,0,0.00%,Put,"December 8, 2023"
MSFT231208P00397500,2023-12-05 11:57AM EST,397.5,26.5,24.05,25.2,0.0,-,-,0,73.63%,Put,"December 8, 2023"
MSFT231208P00400000,2023-12-07 3:56PM EST,400.0,28.75,26.85,27.6,0.0,-,2,0,73.24%,Put,"December 8, 2023"
MSFT231208P00405000,2023-12-04 10:12AM EST,405.0,39.8,31.25,32.75,0.0,-,1,0,93.07%,Put,"December 8, 2023"
MSFT231208P00415000,2023-12-07 10:53AM EST,415.0,46.7,41.4,42.35,0.0,-,2,0,0.00%,Put,"December 8, 2023"
MSFT231208P00430000,2023-11-30 3:22PM EST,430.0,54.2,56.45,57.35,0.0,-,8,0,0.00%,Put,"December 8, 2023"
MSFT231208P00445000,2023-11-30 3:50PM EST,445.0,67.95,71.5,73.05,0.0,-,-,0,192.09%,Put,"December 8, 2023"
MSFT231208P00460000,2023-11-27 1:52PM EST,460.0,80.07,86.3,88.15,0.0,-,-,0,226.27%,Put,"December 8, 2023"
MSFT231208P00465000,2023-11-29 11:14AM EST,465.0,85.88,91.85,92.65,0.0,-,4,0,196.09%,Put,"December 8, 2023"
MSFT231208P00505000,2023-12-05 10:43AM EST,505.0,133.2,131.35,132.75,0.0,-,-,0,269.14%,Put,"December 8, 2023"
MSFT231208P00515000,2023-12-07 3:54PM EST,515.0,143.8,141.95,142.05,0.0,-,1,0,0.00%,Put,"December 8, 2023"
MSFT231208P00525000,2023-12-05 11:05AM EST,525.0,152.9,151.95,152.15,0.0,-,-,0,0.00%,Put,"December 8, 2023"
MSFT231215C00160000,2023-12-06 11:21AM EST,160.0,210.95,211.9,214.15,0.0,-,6,13,258.59%,Call,"December 15, 2023"
MSFT231215C00165000,2023-11-01 1:14PM EST,165.0,179.4,208.75,211.45,0.0,-,10,7,334.67%,Call,"December 15, 2023"
MSFT231215C00170000,2023-12-01 10:57AM EST,170.0,202.2,202.6,203.9,0.0,-,2,5,256.25%,Call,"December 15, 2023"
MSFT231215C00175000,2023-10-30 10:11AM EST,175.0,161.5,203.5,204.8,0.0,-,10,5,392.65%,Call,"December 15, 2023"
MSFT231215C00180000,2023-11-24 10:40AM EST,180.0,196.93,192.65,193.35,0.0,-,3,3,223.44%,Call,"December 15, 2023"
MSFT231215C00185000,2023-11-14 2:26PM EST,185.0,184.65,187.35,188.6,0.0,-,2,2,213.87%,Call,"December 15, 2023"
MSFT231215C00190000,2023-11-24 10:42AM EST,190.0,186.64,183.0,183.55,0.0,-,3,17,224.41%,Call,"December 15, 2023"
MSFT231215C00195000,2023-11-07 3:04PM EST,195.0,166.85,174.65,176.95,0.0,-,1,6,0.00%,Call,"December 15, 2023"
MSFT231215C00200000,2023-12-06 10:27AM EST,200.0,169.5,172.55,173.3,0.0,-,4,249,188.48%,Call,"December 15, 2023"
MSFT231215C00205000,2023-11-07 1:17PM EST,205.0,157.45,164.95,166.8,0.0,-,10,22,0.00%,Call,"December 15, 2023"
MSFT231215C00210000,2023-11-30 2:34PM EST,210.0,166.55,162.15,163.7,0.0,-,1,12,175.00%,Call,"December 15, 2023"
MSFT231215C00215000,2023-11-29 12:39PM EST,215.0,163.62,157.9,158.45,0.0,-,1,13,182.62%,Call,"December 15, 2023"
MSFT231215C00220000,2023-11-14 11:33AM EST,220.0,151.16,152.6,153.75,0.0,-,29,16,175.88%,Call,"December 15, 2023"
MSFT231215C00225000,2023-11-14 12:02PM EST,225.0,144.33,147.45,148.65,0.0,-,50,21,163.18%,Call,"December 15, 2023"
MSFT231215C00230000,2023-11-29 2:14PM EST,230.0,150.95,142.25,143.4,0.0,-,1,11,142.97%,Call,"December 15, 2023"
MSFT231215C00235000,2023-12-05 3:08PM EST,235.0,138.0,137.6,138.95,0.0,-,10,74,160.25%,Call,"December 15, 2023"
MSFT231215C00240000,2023-11-21 9:32AM EST,240.0,134.6,132.0,133.4,0.0,-,1,80,119.92%,Call,"December 15, 2023"
MSFT231215C00245000,2023-11-10 10:46AM EST,245.0,120.15,127.4,128.45,0.0,-,1,83,132.23%,Call,"December 15, 2023"
MSFT231215C00250000,2023-12-04 1:10PM EST,250.0,119.65,122.7,123.8,0.0,-,5,283,140.43%,Call,"December 15, 2023"
MSFT231215C00255000,2023-12-07 10:04AM EST,255.0,112.31,117.65,119.05,0.0,-,3,175,137.60%,Call,"December 15, 2023"
MSFT231215C00260000,2023-12-07 9:32AM EST,260.0,109.12,112.5,114.15,0.0,-,4,298,130.76%,Call,"December 15, 2023"
MSFT231215C00265000,2023-12-08 10:14AM EST,265.0,107.37,107.1,109.1,2.53,+2.41%,1,147,117.43%,Call,"December 15, 2023"
MSFT231215C00270000,2023-12-06 9:30AM EST,270.0,104.35,102.65,104.3,0.0,-,1,175,123.00%,Call,"December 15, 2023"
MSFT231215C00275000,2023-12-07 9:55AM EST,275.0,92.2,97.45,98.55,0.0,-,1,113,102.64%,Call,"December 15, 2023"
MSFT231215C00280000,2023-12-05 11:47AM EST,280.0,91.47,92.55,93.65,0.0,-,10,152,100.88%,Call,"December 15, 2023"
MSFT231215C00285000,2023-12-07 12:16PM EST,285.0,85.35,87.45,88.45,-0.95,-1.10%,4,243,90.28%,Call,"December 15, 2023"
MSFT231215C00290000,2023-12-05 1:29PM EST,290.0,81.93,82.4,84.3,0.0,-,1,355,96.83%,Call,"December 15, 2023"
MSFT231215C00295000,2023-12-06 1:38PM EST,295.0,74.73,77.95,78.9,0.0,-,2,1767,92.97%,Call,"December 15, 2023"
MSFT231215C00300000,2023-12-08 10:15AM EST,300.0,72.73,72.75,73.75,3.78,+5.48%,17,4342,83.55%,Call,"December 15, 2023"
MSFT231215C00305000,2023-12-08 10:42AM EST,305.0,66.66,67.3,68.9,1.06,+1.62%,2,1028,74.61%,Call,"December 15, 2023"
MSFT231215C00310000,2023-12-08 10:27AM EST,310.0,62.96,63.05,64.05,1.73,+2.83%,9,1434,78.66%,Call,"December 15, 2023"
MSFT231215C00315000,2023-12-08 10:40AM EST,315.0,56.8,57.5,58.55,-0.6,-1.05%,10,3049,62.60%,Call,"December 15, 2023"
MSFT231215C00320000,2023-12-08 10:30AM EST,320.0,53.05,52.75,53.75,1.65,+3.21%,113,4951,62.43%,Call,"December 15, 2023"
MSFT231215C00325000,2023-12-08 10:55AM EST,325.0,48.27,48.1,48.8,2.06,+4.46%,9,8230,60.55%,Call,"December 15, 2023"
MSFT231215C00330000,2023-12-08 10:09AM EST,330.0,42.43,42.85,43.45,0.73,+1.75%,70,6746,50.29%,Call,"December 15, 2023"
MSFT231215C00335000,2023-12-08 10:23AM EST,335.0,38.11,38.2,38.75,1.53,+4.18%,16,12148,50.07%,Call,"December 15, 2023"
MSFT231215C00337500,2023-12-06 3:14PM EST,337.5,32.55,34.7,36.0,0.0,-,6,11,47.66%,Call,"December 15, 2023"
MSFT231215C00340000,2023-12-08 10:47AM EST,340.0,31.6,33.2,33.65,0.1,+0.32%,38,6337,46.70%,Call,"December 15, 2023"
MSFT231215C00342500,2023-12-07 12:02PM EST,342.5,28.65,30.6,31.65,0.0,-,3,59,48.90%,Call,"December 15, 2023"
MSFT231215C00345000,2023-12-08 10:42AM EST,345.0,26.78,28.25,28.85,0.21,+0.79%,116,6524,43.07%,Call,"December 15, 2023"
MSFT231215C00347500,2023-12-08 10:29AM EST,347.5,25.85,25.5,26.15,1.28,+5.21%,12,12,38.16%,Call,"December 15, 2023"
MSFT231215C00350000,2023-12-08 10:37AM EST,350.0,22.3,23.6,23.9,0.74,+3.43%,54,15480,37.57%,Call,"December 15, 2023"
MSFT231215C00352500,2023-12-07 10:49AM EST,352.5,17.21,20.8,21.45,0.0,-,10,60,34.96%,Call,"December 15, 2023"
MSFT231215C00355000,2023-12-08 10:29AM EST,355.0,18.44,18.55,19.4,1.33,+7.77%,53,6555,35.24%,Call,"December 15, 2023"
MSFT231215C00357500,2023-12-08 10:07AM EST,357.5,15.28,15.9,16.8,0.53,+3.59%,9,116,31.24%,Call,"December 15, 2023"
MSFT231215C00360000,2023-12-08 10:53AM EST,360.0,14.0,13.95,14.4,1.16,+9.03%,49,9120,28.53%,Call,"December 15, 2023"
MSFT231215C00362500,2023-12-08 10:31AM EST,362.5,10.21,11.6,12.05,-0.49,-4.58%,11,713,25.93%,Call,"December 15, 2023"
MSFT231215C00365000,2023-12-08 10:55AM EST,365.0,9.95,9.85,10.05,1.18,+13.45%,330,20053,24.96%,Call,"December 15, 2023"
MSFT231215C00367500,2023-12-08 10:56AM EST,367.5,8.05,7.85,8.05,1.07,+15.33%,504,1707,23.38%,Call,"December 15, 2023"
MSFT231215C00370000,2023-12-08 10:55AM EST,370.0,6.26,6.2,6.25,0.81,+14.86%,5381,13885,22.11%,Call,"December 15, 2023"
MSFT231215C00372500,2023-12-08 10:55AM EST,372.5,4.7,4.6,4.7,0.55,+13.25%,2181,3457,21.17%,Call,"December 15, 2023"
MSFT231215C00375000,2023-12-08 10:55AM EST,375.0,3.5,3.45,3.5,0.4,+12.90%,4684,12543,20.87%,Call,"December 15, 2023"
MSFT231215C00377500,2023-12-08 10:56AM EST,377.5,2.48,2.47,2.5,0.24,+10.71%,1054,2031,20.50%,Call,"December 15, 2023"
MSFT231215C00380000,2023-12-08 10:55AM EST,380.0,1.74,1.71,1.74,0.14,+8.75%,3899,23345,20.30%,Call,"December 15, 2023"
MSFT231215C00382500,2023-12-08 10:56AM EST,382.5,1.2,1.17,1.19,0.06,+5.26%,1705,3548,20.26%,Call,"December 15, 2023"
MSFT231215C00385000,2023-12-08 10:56AM EST,385.0,0.8,0.8,0.82,-0.01,-1.23%,1003,13576,20.50%,Call,"December 15, 2023"
MSFT231215C00387500,2023-12-08 10:54AM EST,387.5,0.54,0.54,0.56,-0.02,-3.57%,218,4212,20.78%,Call,"December 15, 2023"
MSFT231215C00390000,2023-12-08 10:56AM EST,390.0,0.38,0.37,0.39,-0.03,-7.32%,284,10881,21.22%,Call,"December 15, 2023"
MSFT231215C00392500,2023-12-08 10:49AM EST,392.5,0.23,0.24,0.25,-0.07,-23.33%,56,1349,21.34%,Call,"December 15, 2023"
MSFT231215C00395000,2023-12-08 10:55AM EST,395.0,0.19,0.18,0.19,-0.04,-17.39%,260,20453,22.19%,Call,"December 15, 2023"
MSFT231215C00397500,2023-12-08 10:42AM EST,397.5,0.12,0.14,0.15,-0.06,-33.33%,568,610,23.15%,Call,"December 15, 2023"
MSFT231215C00400000,2023-12-08 10:52AM EST,400.0,0.1,0.09,0.1,-0.03,-23.08%,812,11565,23.44%,Call,"December 15, 2023"
MSFT231215C00405000,2023-12-08 10:45AM EST,405.0,0.06,0.06,0.07,-0.03,-33.33%,36,3688,25.49%,Call,"December 15, 2023"
