Contract Name,Last Trade Date,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility,Type,Maturity
GOOGL231208C00147000,2023-12-07 10:42AM EST,147.0,0.01,0.0,0.01,0.0,-,332,625,59.38%,Call,"December 8, 2023"
GOOGL231208C00148000,2023-12-07 3:55PM EST,148.0,0.01,0.0,0.01,0.0,-,605,481,62.50%,Call,"December 8, 2023"
GOOGL231208C00149000,2023-12-07 2:07PM EST,149.0,0.02,0.0,0.01,0.0,-,286,292,68.75%,Call,"December 8, 2023"
GOOGL231208C00150000,2023-12-07 1:13PM EST,150.0,0.01,0.0,0.01,0.0,-,403,723,71.88%,Call,"December 8, 2023"
GOOGL231208C00152500,2023-12-07 9:59AM EST,152.5,0.01,0.0,0.01,0.0,-,1,121,81.25%,Call,"December 8, 2023"
GOOGL231208C00155000,2023-11-30 3:01PM EST,155.0,0.01,0.0,0.01,0.0,-,2,44,93.75%,Call,"December 8, 2023"
GOOGL231208C00157500,2023-11-27 12:07PM EST,157.5,0.01,0.0,0.01,0.0,-,5,269,103.13%,Call,"December 8, 2023"
GOOGL231208C00160000,2023-11-17 3:21PM EST,160.0,0.03,0.0,0.01,0.0,-,31,131,112.50%,Call,"December 8, 2023"
GOOGL231208C00165000,2023-11-20 10:28AM EST,165.0,0.01,0.0,0.01,0.0,-,-,80,131.25%,Call,"December 8, 2023"
GOOGL231208C00170000,2023-11-16 11:54AM EST,170.0,0.01,0.0,0.01,0.0,-,-,185,146.88%,Call,"December 8, 2023"
GOOGL231208C00175000,2023-11-17 10:50AM EST,175.0,0.01,0.0,0.01,0.0,-,110,112,162.50%,Call,"December 8, 2023"
GOOGL231208C00225000,2023-12-07 9:49AM EST,225.0,0.02,0.0,0.01,0.0,-,1,1,300.00%,Call,"December 8, 2023"
GOOGL231208P00050000,2023-11-29 3:38PM EST,50.0,0.01,0.0,0.01,0.0,-,-,86,600.00%,Put,"December 8, 2023"
GOOGL231208P00055000,2023-12-01 10:24AM EST,55.0,0.01,0.0,0.01,0.0,-,1,1,550.00%,Put,"December 8, 2023"
GOOGL231208P00070000,2023-10-27 2:25PM EST,70.0,0.04,0.0,0.01,0.0,-,1,1,400.00%,Put,"December 8, 2023"
GOOGL231208P00075000,2023-11-01 10:38AM EST,75.0,0.02,0.0,0.21,0.0,-,1,3,496.88%,Put,"December 8, 2023"
GOOGL231208P00080000,2023-12-05 10:00AM EST,80.0,0.1,0.0,0.01,0.0,-,-,1,325.00%,Put,"December 8, 2023"
GOOGL231208P00090000,2023-12-05 10:07AM EST,90.0,0.01,0.0,0.01,0.0,-,1,16,256.25%,Put,"December 8, 2023"
GOOGL231208P00095000,2023-11-17 10:48AM EST,95.0,0.01,0.0,0.01,0.0,-,20,29,225.00%,Put,"December 8, 2023"
GOOGL231208P00100000,2023-12-04 2:12PM EST,100.0,0.01,0.0,0.01,0.0,-,6,47,193.75%,Put,"December 8, 2023"
GOOGL231208P00105000,2023-12-01 10:26AM EST,105.0,0.01,0.0,0.01,0.0,-,1,156,162.50%,Put,"December 8, 2023"
GOOGL231208P00110000,2023-12-06 11:09AM EST,110.0,0.01,0.0,0.01,0.0,-,1250,1634,137.50%,Put,"December 8, 2023"
GOOGL231208P00111000,2023-12-07 10:58AM EST,111.0,0.01,0.0,0.01,0.0,-,1,22,131.25%,Put,"December 8, 2023"
GOOGL231208P00112000,2023-12-04 12:01PM EST,112.0,0.01,0.0,0.01,0.0,-,6,62,125.00%,Put,"December 8, 2023"
GOOGL231208P00113000,2023-12-05 11:54AM EST,113.0,0.01,0.0,0.01,0.0,-,84,1368,118.75%,Put,"December 8, 2023"
GOOGL231208P00114000,2023-12-04 10:56AM EST,114.0,0.02,0.0,0.01,0.0,-,101,543,115.63%,Put,"December 8, 2023"
GOOGL231208P00115000,2023-12-04 2:39PM EST,115.0,0.01,0.0,0.01,0.0,-,920,1203,109.38%,Put,"December 8, 2023"
GOOGL231208P00116000,2023-12-04 1:40PM EST,116.0,0.02,0.0,0.01,0.0,-,11,248,103.13%,Put,"December 8, 2023"
GOOGL231208P00117000,2023-12-05 2:01PM EST,117.0,0.01,0.0,0.01,0.0,-,62,130,96.88%,Put,"December 8, 2023"
GOOGL231208P00118000,2023-12-06 1:13PM EST,118.0,0.01,0.0,0.01,0.0,-,6,330,93.75%,Put,"December 8, 2023"
GOOGL231208P00119000,2023-12-06 12:36PM EST,119.0,0.02,0.0,0.01,0.0,-,2,307,87.50%,Put,"December 8, 2023"
GOOGL231208P00120000,2023-12-07 3:58PM EST,120.0,0.01,0.0,0.01,0.0,-,9,610,84.38%,Put,"December 8, 2023"
GOOGL231208P00121000,2023-12-07 10:52AM EST,121.0,0.01,0.0,0.01,0.0,-,2,231,78.13%,Put,"December 8, 2023"
GOOGL231208P00122000,2023-12-07 2:11PM EST,122.0,0.01,0.0,0.01,0.0,-,333,1059,71.88%,Put,"December 8, 2023"
GOOGL231208P00123000,2023-12-07 11:21AM EST,123.0,0.01,0.0,0.01,0.0,-,109,364,67.19%,Put,"December 8, 2023"
GOOGL231208P00124000,2023-12-08 9:30AM EST,124.0,0.01,0.0,0.01,0.0,-,11,805,62.50%,Put,"December 8, 2023"
GOOGL231208P00125000,2023-12-07 3:21PM EST,125.0,0.01,0.0,0.01,0.0,-,481,1721,56.25%,Put,"December 8, 2023"
GOOGL231208P00126000,2023-12-08 10:35AM EST,126.0,0.01,0.0,0.01,0.0,-,12,5399,51.56%,Put,"December 8, 2023"
GOOGL231208P00127000,2023-12-08 10:03AM EST,127.0,0.01,0.0,0.01,0.0,-,26,3123,50.00%,Put,"December 8, 2023"
GOOGL231208P00128000,2023-12-08 10:37AM EST,128.0,0.01,0.0,0.01,-0.01,-50.00%,96,3495,45.31%,Put,"December 8, 2023"
GOOGL231208P00129000,2023-12-08 10:48AM EST,129.0,0.01,0.0,0.01,-0.01,-50.00%,80,2373,39.06%,Put,"December 8, 2023"
GOOGL231208P00130000,2023-12-08 10:12AM EST,130.0,0.01,0.0,0.01,-0.02,-66.67%,165,3657,33.59%,Put,"December 8, 2023"
GOOGL231208P00131000,2023-12-08 10:16AM EST,131.0,0.01,0.0,0.01,-0.03,-75.00%,408,1930,28.13%,Put,"December 8, 2023"
GOOGL231208P00132000,2023-12-08 10:46AM EST,132.0,0.02,0.01,0.02,-0.04,-66.67%,4908,2249,24.61%,Put,"December 8, 2023"
GOOGL231208P00133000,2023-12-08 10:51AM EST,133.0,0.03,0.02,0.03,-0.05,-62.50%,3569,2569,19.53%,Put,"December 8, 2023"
GOOGL231208P00134000,2023-12-08 10:55AM EST,134.0,0.06,0.06,0.06,-0.08,-57.14%,12709,13999,14.75%,Put,"December 8, 2023"
GOOGL231208P00135000,2023-12-08 10:55AM EST,135.0,0.21,0.21,0.22,-0.08,-27.59%,11459,23102,11.43%,Put,"December 8, 2023"
GOOGL231208P00136000,2023-12-08 10:54AM EST,136.0,0.76,0.72,0.75,0.24,+46.15%,3829,11520,0.00%,Put,"December 8, 2023"
GOOGL231208P00137000,2023-12-08 10:55AM EST,137.0,1.53,1.55,1.65,0.56,+57.73%,1005,3173,0.00%,Put,"December 8, 2023"
GOOGL231208P00138000,2023-12-08 10:38AM EST,138.0,2.92,2.12,2.65,1.22,+71.76%,2168,2538,0.00%,Put,"December 8, 2023"
GOOGL231208P00139000,2023-12-08 10:15AM EST,139.0,3.29,3.4,3.6,0.78,+31.08%,15,213,0.00%,Put,"December 8, 2023"
GOOGL231208P00140000,2023-12-08 10:38AM EST,140.0,4.93,4.45,5.1,1.74,+54.55%,2046,2135,62.21%,Put,"December 8, 2023"
GOOGL231208P00141000,2023-12-08 9:51AM EST,141.0,6.1,5.4,5.65,2.15,+54.43%,23,35,0.00%,Put,"December 8, 2023"
GOOGL231208P00142000,2023-12-08 9:41AM EST,142.0,7.1,6.4,6.6,2.1,+42.00%,1,4,0.00%,Put,"December 8, 2023"
GOOGL231208P00143000,2023-11-24 10:49AM EST,143.0,6.1,7.3,7.6,0.0,-,1,0,0.00%,Put,"December 8, 2023"
GOOGL231208P00144000,2023-11-29 1:27PM EST,144.0,8.5,8.45,8.65,0.0,-,-,0,0.00%,Put,"December 8, 2023"
GOOGL231208P00145000,2023-12-07 11:23AM EST,145.0,9.0,9.1,10.0,0.0,-,14,0,92.77%,Put,"December 8, 2023"
GOOGL231208P00146000,2023-11-22 9:33AM EST,146.0,7.33,10.35,10.75,0.0,-,-,0,0.00%,Put,"December 8, 2023"
GOOGL231208P00148000,2023-12-07 12:37PM EST,148.0,10.05,12.15,12.85,0.0,-,1,0,91.80%,Put,"December 8, 2023"
GOOGL231208P00149000,2023-11-29 2:35PM EST,149.0,13.8,12.8,13.6,0.0,-,-,0,0.00%,Put,"December 8, 2023"
GOOGL231208P00150000,2023-12-07 10:16AM EST,150.0,13.1,14.1,14.85,0.0,-,2,0,103.13%,Put,"December 8, 2023"
GOOGL231208P00152500,2023-11-08 1:05PM EST,152.5,20.95,16.9,17.1,0.0,-,-,0,0.00%,Put,"December 8, 2023"
GOOGL231208P00155000,2023-11-16 10:30AM EST,155.0,17.85,19.2,19.8,0.0,-,-,0,112.50%,Put,"December 8, 2023"
GOOGL231208P00215000,2023-12-07 2:27PM EST,215.0,80.3,79.35,79.5,2.6,+3.35%,1,0,0.00%,Put,"December 8, 2023"
GOOGL231208P00220000,2023-12-08 10:00AM EST,220.0,84.9,84.45,84.6,1.95,+2.35%,1,0,0.00%,Put,"December 8, 2023"
GOOGL231208P00225000,2023-12-08 10:01AM EST,225.0,89.9,89.4,89.55,-4.6,-4.87%,3,0,0.00%,Put,"December 8, 2023"
GOOGL231215C00015000,2023-12-07 1:21PM EST,15.0,122.25,119.8,121.85,0.0,-,20,138,807.42%,Call,"December 15, 2023"
GOOGL231215C00017500,2023-09-27 8:58AM EST,17.5,112.12,102.75,105.4,0.0,-,4,186,0.00%,Call,"December 15, 2023"
GOOGL231215C00020000,2023-10-04 9:04AM EST,20.0,113.37,107.25,110.55,0.0,-,4,406,0.00%,Call,"December 15, 2023"
GOOGL231215C00022500,2023-10-24 11:33AM EST,22.5,115.7,114.55,116.4,0.0,-,4,225,914.84%,Call,"December 15, 2023"
GOOGL231215C00025000,2023-10-24 11:20AM EST,25.0,113.75,112.05,114.0,0.0,-,2,241,862.89%,Call,"December 15, 2023"
GOOGL231215C00030000,2023-12-07 9:48AM EST,30.0,107.0,103.95,106.6,0.0,-,1,522,393.75%,Call,"December 15, 2023"
GOOGL231215C00035000,2023-09-18 11:56AM EST,35.0,103.55,101.25,105.35,0.0,-,2,175,709.67%,Call,"December 15, 2023"
GOOGL231215C00040000,2023-10-24 11:33AM EST,40.0,98.35,97.05,99.0,0.0,-,1,197,626.66%,Call,"December 15, 2023"
GOOGL231215C00045000,2023-10-31 1:33PM EST,45.0,78.8,87.1,88.15,0.0,-,2,460,0.00%,Call,"December 15, 2023"
GOOGL231215C00050000,2023-12-07 2:58PM EST,50.0,87.01,84.5,86.6,0.0,-,16,218,334.77%,Call,"December 15, 2023"
GOOGL231215C00055000,2023-08-25 2:58PM EST,55.0,76.02,74.2,78.2,0.0,-,96,54,0.00%,Call,"December 15, 2023"
GOOGL231215C00060000,2023-11-28 9:35AM EST,60.0,76.1,74.65,76.75,0.0,-,12,103,295.90%,Call,"December 15, 2023"
GOOGL231215C00065000,2023-11-03 1:43PM EST,65.0,64.5,66.45,67.35,0.0,-,1,14,0.00%,Call,"December 15, 2023"
GOOGL231215C00070000,2023-11-28 10:08AM EST,70.0,66.07,64.65,65.95,0.0,-,2,29,188.28%,Call,"December 15, 2023"
GOOGL231215C00075000,2023-11-29 10:21AM EST,75.0,62.0,59.1,61.15,0.0,-,4,20,253.61%,Call,"December 15, 2023"
GOOGL231215C00080000,2023-12-07 3:45PM EST,80.0,56.76,54.85,56.35,0.0,-,10,177,192.77%,Call,"December 15, 2023"
GOOGL231215C00085000,2023-11-29 11:34AM EST,85.0,50.69,50.15,51.5,0.0,-,5,17,189.26%,Call,"December 15, 2023"
GOOGL231215C00090000,2023-11-22 9:52AM EST,90.0,48.6,44.9,46.9,0.0,-,1,58,173.63%,Call,"December 15, 2023"
GOOGL231215C00095000,2023-12-08 9:30AM EST,95.0,39.31,39.6,41.45,-2.2,-5.30%,2,199,131.64%,Call,"December 15, 2023"
GOOGL231215C00100000,2023-12-08 9:38AM EST,100.0,34.18,34.4,36.55,-2.77,-7.50%,1,1920,111.62%,Call,"December 15, 2023"
GOOGL231215C00105000,2023-12-07 3:04PM EST,105.0,30.05,29.55,31.65,-2.4,-7.40%,1,7691,103.81%,Call,"December 15, 2023"
GOOGL231215C00110000,2023-12-07 3:20PM EST,110.0,27.57,24.1,27.0,0.0,-,7,3550,85.35%,Call,"December 15, 2023"
GOOGL231215C00113000,2023-11-20 10:58AM EST,113.0,23.2,21.15,22.9,0.0,-,-,5,90.14%,Call,"December 15, 2023"
GOOGL231215C00115000,2023-12-08 10:29AM EST,115.0,20.97,19.25,22.05,-1.45,-6.47%,7,2515,74.41%,Call,"December 15, 2023"
GOOGL231215C00116000,2023-12-07 9:33AM EST,116.0,21.3,18.95,21.35,0.0,-,1,13,87.26%,Call,"December 15, 2023"
GOOGL231215C00117000,2023-12-01 12:10PM EST,117.0,14.76,17.45,19.5,0.0,-,1,1,60.74%,Call,"December 15, 2023"
GOOGL231215C00118000,2023-12-04 2:10PM EST,118.0,10.67,16.6,18.7,0.0,-,1,0,65.04%,Call,"December 15, 2023"
GOOGL231215C00119000,2023-12-07 9:40AM EST,119.0,17.45,14.95,18.3,0.0,-,2,3,60.99%,Call,"December 15, 2023"
GOOGL231215C00120000,2023-12-08 10:43AM EST,120.0,15.39,14.0,16.15,-2.01,-11.55%,17,5595,72.90%,Call,"December 15, 2023"
GOOGL231215C00121000,2023-12-05 10:45AM EST,121.0,14.35,13.75,15.4,3.75,+35.38%,4,2,53.03%,Call,"December 15, 2023"
GOOGL231215C00122000,2023-12-06 9:52AM EST,122.0,10.21,11.85,15.0,0.0,-,-,16,83.13%,Call,"December 15, 2023"
GOOGL231215C00123000,2023-12-08 9:30AM EST,123.0,10.25,11.4,13.25,-4.95,-32.57%,1,6,64.28%,Call,"December 15, 2023"
GOOGL231215C00124000,2023-12-06 10:22AM EST,124.0,7.7,11.3,12.8,0.0,-,4,5,56.25%,Call,"December 15, 2023"
GOOGL231215C00125000,2023-12-08 10:02AM EST,125.0,11.0,10.25,11.0,-0.85,-7.17%,18,10064,51.56%,Call,"December 15, 2023"
GOOGL231215C00126000,2023-12-08 10:35AM EST,126.0,9.55,8.2,10.85,-2.95,-23.60%,6,84,63.94%,Call,"December 15, 2023"
GOOGL231215C00127000,2023-12-08 9:38AM EST,127.0,8.35,8.45,9.0,-2.08,-19.94%,2,234,44.39%,Call,"December 15, 2023"
GOOGL231215C00128000,2023-12-08 10:53AM EST,128.0,7.9,6.95,7.9,-1.35,-14.59%,71,572,38.72%,Call,"December 15, 2023"
GOOGL231215C00129000,2023-12-08 9:56AM EST,129.0,6.5,6.75,7.35,-1.75,-21.21%,6,976,43.14%,Call,"December 15, 2023"
GOOGL231215C00130000,2023-12-08 10:46AM EST,130.0,5.53,5.85,6.0,-1.72,-23.72%,192,22441,33.18%,Call,"December 15, 2023"
GOOGL231215C00131000,2023-12-08 10:42AM EST,131.0,4.6,4.9,5.05,-1.76,-27.67%,108,2568,30.10%,Call,"December 15, 2023"
GOOGL231215C00132000,2023-12-08 10:42AM EST,132.0,3.85,4.15,4.3,-1.7,-30.63%,966,4014,29.76%,Call,"December 15, 2023"
GOOGL231215C00133000,2023-12-08 10:38AM EST,133.0,3.1,3.45,3.6,-1.7,-35.42%,298,1412,29.35%,Call,"December 15, 2023"
GOOGL231215C00134000,2023-12-08 10:52AM EST,134.0,2.74,2.72,2.76,-1.11,-28.83%,1453,1822,26.34%,Call,"December 15, 2023"
GOOGL231215C00135000,2023-12-08 10:54AM EST,135.0,2.19,2.17,2.2,-1.16,-34.63%,5046,20429,26.17%,Call,"December 15, 2023"
GOOGL231215C00136000,2023-12-08 10:54AM EST,136.0,1.69,1.65,1.69,-1.01,-37.41%,3765,3305,25.68%,Call,"December 15, 2023"
GOOGL231215C00137000,2023-12-08 10:55AM EST,137.0,1.3,1.27,1.29,-0.89,-40.64%,2558,4421,25.61%,Call,"December 15, 2023"
GOOGL231215C00138000,2023-12-08 10:52AM EST,138.0,0.95,0.98,1.0,-0.8,-45.71%,2717,7769,26.07%,Call,"December 15, 2023"
GOOGL231215C00139000,2023-12-08 10:53AM EST,139.0,0.71,0.71,0.73,-0.66,-48.18%,1916,4319,25.95%,Call,"December 15, 2023"
GOOGL231215C00140000,2023-12-08 10:55AM EST,140.0,0.53,0.53,0.55,-0.53,-50.00%,16065,44505,26.37%,Call,"December 15, 2023"
GOOGL231215C00141000,2023-12-08 10:53AM EST,141.0,0.4,0.38,0.39,-0.41,-50.62%,3128,5960,26.37%,Call,"December 15, 2023"
GOOGL231215C00142000,2023-12-08 10:54AM EST,142.0,0.29,0.29,0.3,-0.33,-53.23%,4791,4333,27.10%,Call,"December 15, 2023"
GOOGL231215C00143000,2023-12-08 10:48AM EST,143.0,0.19,0.2,0.21,-0.29,-60.42%,811,3535,27.20%,Call,"December 15, 2023"
GOOGL231215C00144000,2023-12-08 10:38AM EST,144.0,0.14,0.16,0.17,-0.23,-62.16%,2144,2970,28.27%,Call,"December 15, 2023"
GOOGL231215C00145000,2023-12-08 10:40AM EST,145.0,0.1,0.11,0.12,-0.18,-64.29%,2885,14752,28.52%,Call,"December 15, 2023"
GOOGL231215C00146000,2023-12-08 10:41AM EST,146.0,0.08,0.09,0.1,-0.14,-63.64%,73,1746,29.59%,Call,"December 15, 2023"
GOOGL231215C00147000,2023-12-08 10:30AM EST,147.0,0.07,0.07,0.08,-0.1,-58.82%,13,1010,30.47%,Call,"December 15, 2023"
GOOGL231215C00148000,2023-12-08 10:41AM EST,148.0,0.06,0.06,0.07,-0.07,-53.85%,39,497,31.84%,Call,"December 15, 2023"
GOOGL231215C00149000,2023-12-08 9:32AM EST,149.0,0.05,0.04,0.06,-0.08,-61.54%,9,315,32.91%,Call,"December 15, 2023"
GOOGL231215C00150000,2023-12-08 10:52AM EST,150.0,0.04,0.04,0.05,-0.05,-55.56%,258,16874,33.79%,Call,"December 15, 2023"
GOOGL231215C00152500,2023-12-08 10:35AM EST,152.5,0.02,0.02,0.04,-0.04,-66.67%,21,1316,37.11%,Call,"December 15, 2023"
GOOGL231215C00155000,2023-12-08 10:28AM EST,155.0,0.03,0.02,0.03,-0.02,-40.00%,62,9046,39.84%,Call,"December 15, 2023"
GOOGL231215C00157500,2023-12-08 9:56AM EST,157.5,0.02,0.01,0.02,-0.02,-50.00%,1,181,41.80%,Call,"December 15, 2023"
GOOGL231215C00160000,2023-12-08 10:28AM EST,160.0,0.02,0.01,0.02,0.0,-,7,13985,45.31%,Call,"December 15, 2023"
GOOGL231215C00165000,2023-12-08 9:34AM EST,165.0,0.02,0.01,0.02,0.0,-,21,2225,50.78%,Call,"December 15, 2023"
GOOGL231215C00170000,2023-12-08 9:38AM EST,170.0,0.01,0.0,0.01,0.0,-,1,545,51.56%,Call,"December 15, 2023"
GOOGL231215C00175000,2023-12-07 1:33PM EST,175.0,0.01,0.0,0.01,0.0,-,3,216,57.81%,Call,"December 15, 2023"
GOOGL231215C00180000,2023-11-30 9:38AM EST,180.0,0.01,0.0,0.01,0.0,-,1,362,64.06%,Call,"December 15, 2023"
GOOGL231215C00185000,2023-12-07 2:40PM EST,185.0,0.01,0.0,0.01,0.0,-,1,442,68.75%,Call,"December 15, 2023"
GOOGL231215C00190000,2023-11-08 11:45AM EST,190.0,0.01,0.0,0.01,0.0,-,200,992,75.00%,Call,"December 15, 2023"
GOOGL231215C00195000,2023-11-16 11:45AM EST,195.0,0.01,0.0,0.01,0.0,-,1,66,79.69%,Call,"December 15, 2023"
GOOGL231215C00200000,2023-11-21 9:55AM EST,200.0,0.01,0.0,0.01,0.0,-,1,1002,84.38%,Call,"December 15, 2023"
GOOGL231215C00205000,2023-10-27 8:47AM EST,205.0,0.01,0.0,0.01,0.0,-,17,0,90.63%,Call,"December 15, 2023"
GOOGL231215C00210000,2023-10-25 2:14PM EST,210.0,0.01,0.0,0.01,0.0,-,200,302,93.75%,Call,"December 15, 2023"
GOOGL231215C00215000,2023-10-24 1:43PM EST,215.0,0.01,0.0,0.89,0.0,-,20,572,164.06%,Call,"December 15, 2023"
GOOGL231215C00220000,2023-11-15 1:10PM EST,220.0,0.01,0.0,0.01,0.0,-,10,145,103.13%,Call,"December 15, 2023"
GOOGL231215C00225000,2023-10-24 2:55PM EST,225.0,0.01,0.0,0.11,0.0,-,211,423,133.59%,Call,"December 15, 2023"
GOOGL231215P00015000,2023-12-05 10:26AM EST,15.0,0.01,0.0,0.01,0.0,-,1,202,462.50%,Put,"December 15, 2023"
