Contract Name,Last Trade Date,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility,Type,Maturity
AAPL231208C00157500,2023-12-05 1:07PM EST,157.5,35.98,37.25,37.5,0.0,-,4,2,165.63%,Call,"December 8, 2023"
AAPL231208C00160000,2023-12-07 3:49PM EST,160.0,34.05,34.85,35.1,0.0,-,25,105,185.55%,Call,"December 8, 2023"
AAPL231208C00162500,2023-12-08 10:16AM EST,162.5,32.38,32.25,32.5,0.68,+2.15%,1,2,143.75%,Call,"December 8, 2023"
AAPL231208C00165000,2023-12-07 3:47PM EST,165.0,29.15,29.85,30.1,0.0,-,7,76,160.55%,Call,"December 8, 2023"
AAPL231208C00167500,2023-12-08 10:05AM EST,167.5,26.83,27.35,27.65,1.73,+6.89%,47,47,152.34%,Call,"December 8, 2023"
AAPL231208C00170000,2023-12-08 10:06AM EST,170.0,24.6,24.8,25.15,0.28,+1.15%,79,631,135.55%,Call,"December 8, 2023"
AAPL231208C00172500,2023-12-07 3:52PM EST,172.5,21.55,22.3,22.45,-0.37,-1.69%,2,93,100.78%,Call,"December 8, 2023"
AAPL231208C00175000,2023-12-08 10:50AM EST,175.0,19.77,19.85,20.0,0.38,+1.96%,30,1071,102.73%,Call,"December 8, 2023"
AAPL231208C00177500,2023-12-08 10:34AM EST,177.5,17.0,17.35,17.55,0.45,+2.72%,6,130,95.12%,Call,"December 8, 2023"
AAPL231208C00180000,2023-12-08 10:51AM EST,180.0,14.82,14.85,15.0,0.57,+4.00%,111,2927,79.30%,Call,"December 8, 2023"
AAPL231208C00182500,2023-12-08 10:43AM EST,182.5,11.89,12.4,12.55,0.07,+0.59%,39,715,73.83%,Call,"December 8, 2023"
AAPL231208C00185000,2023-12-08 10:51AM EST,185.0,9.9,9.9,10.0,0.67,+7.26%,1296,6277,58.59%,Call,"December 8, 2023"
AAPL231208C00187500,2023-12-08 10:52AM EST,187.5,7.42,7.4,7.5,0.62,+9.12%,231,5181,50.20%,Call,"December 8, 2023"
AAPL231208C00190000,2023-12-08 10:53AM EST,190.0,4.99,4.9,5.05,0.68,+15.78%,1136,14007,39.16%,Call,"December 8, 2023"
AAPL231208C00192500,2023-12-08 10:54AM EST,192.5,2.48,2.46,2.5,0.42,+20.39%,8480,20600,21.58%,Call,"December 8, 2023"
AAPL231208C00195000,2023-12-08 10:54AM EST,195.0,0.38,0.36,0.38,-0.14,-26.92%,49853,36963,11.18%,Call,"December 8, 2023"
AAPL231208C00197500,2023-12-08 10:53AM EST,197.5,0.02,0.01,0.02,-0.05,-71.43%,14301,28996,14.26%,Call,"December 8, 2023"
AAPL231208C00200000,2023-12-08 10:51AM EST,200.0,0.01,0.0,0.01,-0.01,-50.00%,890,28824,22.27%,Call,"December 8, 2023"
AAPL231208C00202500,2023-12-08 9:52AM EST,202.5,0.01,0.0,0.01,0.0,-,29,8169,31.25%,Call,"December 8, 2023"
AAPL231208C00205000,2023-12-07 2:50PM EST,205.0,0.01,0.0,0.01,0.0,-,1,4539,39.84%,Call,"December 8, 2023"
AAPL231208C00207500,2023-12-06 10:06AM EST,207.5,0.01,0.0,0.01,0.0,-,102,243,48.44%,Call,"December 8, 2023"
AAPL231208C00210000,2023-12-08 9:34AM EST,210.0,0.01,0.0,0.01,0.0,-,1,1052,51.56%,Call,"December 8, 2023"
AAPL231208C00212500,2023-11-30 9:30AM EST,212.5,0.01,0.0,0.01,0.0,-,-,6,59.38%,Call,"December 8, 2023"
AAPL231208C00215000,2023-12-07 2:50PM EST,215.0,0.01,0.0,0.01,0.0,-,2,277,65.63%,Call,"December 8, 2023"
AAPL231208C00217500,2023-12-07 9:30AM EST,217.5,0.01,0.0,0.01,0.0,-,4,8,73.44%,Call,"December 8, 2023"
AAPL231208C00220000,2023-12-04 9:30AM EST,220.0,0.01,0.0,0.01,0.0,-,1,383,81.25%,Call,"December 8, 2023"
AAPL231208C00225000,2023-11-20 2:31PM EST,225.0,0.02,0.0,0.01,0.0,-,7,238,93.75%,Call,"December 8, 2023"
AAPL231208C00230000,2023-12-06 10:07AM EST,230.0,0.01,0.0,0.01,0.0,-,1,194,106.25%,Call,"December 8, 2023"
AAPL231208C00235000,2023-11-16 9:51AM EST,235.0,0.02,0.0,0.01,0.0,-,30,150,118.75%,Call,"December 8, 2023"
AAPL231208C00240000,2023-11-10 10:29AM EST,240.0,0.01,0.0,0.01,0.0,-,27,27,131.25%,Call,"December 8, 2023"
AAPL231208C00260000,2023-12-04 9:30AM EST,260.0,0.01,0.0,0.01,0.0,-,-,1,175.00%,Call,"December 8, 2023"
AAPL231208C00265000,2023-12-07 9:30AM EST,265.0,0.01,0.0,0.01,0.0,-,1,9,187.50%,Call,"December 8, 2023"
AAPL231208P00050000,2023-12-05 2:52PM EST,50.0,0.01,0.0,0.01,0.0,-,319,323,775.00%,Put,"December 8, 2023"
AAPL231208P00060000,2023-12-05 3:01PM EST,60.0,0.01,0.0,0.01,0.0,-,-,366,675.00%,Put,"December 8, 2023"
AAPL231208P00065000,2023-12-05 2:52PM EST,65.0,0.01,0.0,0.01,0.0,-,-,162,637.50%,Put,"December 8, 2023"
AAPL231208P00070000,2023-12-05 2:52PM EST,70.0,0.01,0.0,0.01,0.0,-,-,262,600.00%,Put,"December 8, 2023"
AAPL231208P00075000,2023-12-08 9:30AM EST,75.0,0.01,0.0,0.01,0.0,-,1,93,550.00%,Put,"December 8, 2023"
AAPL231208P00080000,2023-12-05 2:52PM EST,80.0,0.01,0.0,0.01,0.0,-,273,684,525.00%,Put,"December 8, 2023"
AAPL231208P00085000,2023-12-05 2:52PM EST,85.0,0.01,0.0,0.01,0.0,-,112,624,487.50%,Put,"December 8, 2023"
AAPL231208P00090000,2023-12-05 2:52PM EST,90.0,0.01,0.0,0.01,0.0,-,270,302,450.00%,Put,"December 8, 2023"
AAPL231208P00095000,2023-12-07 11:02AM EST,95.0,0.01,0.0,0.01,0.0,-,3,143,425.00%,Put,"December 8, 2023"
AAPL231208P00100000,2023-12-05 2:52PM EST,100.0,0.01,0.0,0.01,0.0,-,1984,2168,393.75%,Put,"December 8, 2023"
AAPL231208P00105000,2023-12-05 2:52PM EST,105.0,0.01,0.0,0.01,0.0,-,39,161,362.50%,Put,"December 8, 2023"
AAPL231208P00110000,2023-12-05 2:52PM EST,110.0,0.01,0.0,0.01,0.0,-,31,615,337.50%,Put,"December 8, 2023"
AAPL231208P00115000,2023-12-05 2:52PM EST,115.0,0.01,0.0,0.01,0.0,-,2,199,312.50%,Put,"December 8, 2023"
AAPL231208P00120000,2023-12-05 2:52PM EST,120.0,0.01,0.0,0.01,0.0,-,1027,1284,293.75%,Put,"December 8, 2023"
AAPL231208P00125000,2023-12-05 2:52PM EST,125.0,0.01,0.0,0.01,0.0,-,681,1658,268.75%,Put,"December 8, 2023"
AAPL231208P00130000,2023-12-05 2:52PM EST,130.0,0.01,0.0,0.01,0.0,-,478,3610,250.00%,Put,"December 8, 2023"
AAPL231208P00135000,2023-12-05 2:52PM EST,135.0,0.01,0.0,0.01,0.0,-,135,5297,225.00%,Put,"December 8, 2023"
AAPL231208P00140000,2023-12-04 11:06AM EST,140.0,0.01,0.0,0.01,0.0,-,2,997,206.25%,Put,"December 8, 2023"
AAPL231208P00145000,2023-12-07 1:58PM EST,145.0,0.01,0.0,0.01,0.0,-,5,1006,181.25%,Put,"December 8, 2023"
AAPL231208P00149000,2023-12-04 9:30AM EST,149.0,0.01,0.0,0.01,0.0,-,2,335,168.75%,Put,"December 8, 2023"
AAPL231208P00150000,2023-12-04 11:40AM EST,150.0,0.01,0.0,0.01,0.0,-,6,2068,162.50%,Put,"December 8, 2023"
AAPL231208P00152500,2023-12-01 3:05PM EST,152.5,0.01,0.0,0.01,0.0,-,10,44,156.25%,Put,"December 8, 2023"
AAPL231208P00155000,2023-12-08 9:55AM EST,155.0,0.01,0.0,0.01,0.0,-,10,1068,143.75%,Put,"December 8, 2023"
AAPL231208P00157500,2023-12-01 3:52PM EST,157.5,0.01,0.0,0.01,0.0,-,15,44,137.50%,Put,"December 8, 2023"
AAPL231208P00160000,2023-12-07 9:36AM EST,160.0,0.01,0.0,0.01,0.0,-,7,1138,125.00%,Put,"December 8, 2023"
AAPL231208P00162500,2023-12-05 3:51PM EST,162.5,0.01,0.0,0.01,0.0,-,1028,1063,118.75%,Put,"December 8, 2023"
AAPL231208P00165000,2023-12-07 11:07AM EST,165.0,0.01,0.0,0.01,0.0,-,20,5985,109.38%,Put,"December 8, 2023"
AAPL231208P00167500,2023-12-07 12:56PM EST,167.5,0.01,0.0,0.01,0.0,-,1,5451,98.44%,Put,"December 8, 2023"
AAPL231208P00170000,2023-12-07 2:34PM EST,170.0,0.01,0.0,0.01,0.0,-,12,6908,90.63%,Put,"December 8, 2023"
AAPL231208P00172500,2023-12-06 3:48PM EST,172.5,0.01,0.0,0.01,0.0,-,1741,2598,81.25%,Put,"December 8, 2023"
AAPL231208P00175000,2023-12-08 10:03AM EST,175.0,0.01,0.0,0.01,0.0,-,57,6971,71.88%,Put,"December 8, 2023"
AAPL231208P00177500,2023-12-08 10:21AM EST,177.5,0.01,0.0,0.01,0.0,-,16,3641,64.06%,Put,"December 8, 2023"
AAPL231208P00180000,2023-12-08 9:59AM EST,180.0,0.01,0.0,0.01,0.0,-,38,15294,54.69%,Put,"December 8, 2023"
AAPL231208P00182500,2023-12-08 10:51AM EST,182.5,0.01,0.0,0.01,-0.01,-50.00%,166,5457,50.00%,Put,"December 8, 2023"
AAPL231208P00185000,2023-12-08 10:51AM EST,185.0,0.01,0.0,0.01,-0.02,-66.67%,118,18263,40.63%,Put,"December 8, 2023"
AAPL231208P00187500,2023-12-08 10:51AM EST,187.5,0.01,0.0,0.01,-0.02,-66.67%,1004,15647,31.25%,Put,"December 8, 2023"
AAPL231208P00190000,2023-12-08 10:54AM EST,190.0,0.01,0.0,0.01,-0.06,-85.71%,5048,32032,21.88%,Put,"December 8, 2023"
AAPL231208P00192500,2023-12-08 10:53AM EST,192.5,0.03,0.02,0.03,-0.24,-88.89%,25269,24125,14.06%,Put,"December 8, 2023"
AAPL231208P00195000,2023-12-08 10:54AM EST,195.0,0.4,0.4,0.41,-0.88,-68.75%,15241,8401,7.96%,Put,"December 8, 2023"
AAPL231208P00197500,2023-12-08 10:49AM EST,197.5,2.77,2.61,2.64,-0.48,-14.77%,419,862,0.00%,Put,"December 8, 2023"
AAPL231208P00200000,2023-12-08 10:44AM EST,200.0,5.4,5.05,5.15,-0.4,-6.90%,452,414,0.00%,Put,"December 8, 2023"
AAPL231208P00202500,2023-12-07 3:57PM EST,202.5,8.2,7.5,7.7,0.0,-,31,7,38.09%,Put,"December 8, 2023"
AAPL231208P00205000,2023-12-08 10:07AM EST,205.0,10.54,10.0,10.2,0.29,+2.83%,2,20,48.05%,Put,"December 8, 2023"
AAPL231208P00207500,2023-12-08 9:55AM EST,207.5,13.45,12.45,12.65,0.15,+1.13%,4,14,0.00%,Put,"December 8, 2023"
AAPL231208P00210000,2023-12-06 3:03PM EST,210.0,17.2,15.05,15.2,0.0,-,407,36,66.80%,Put,"December 8, 2023"
AAPL231208P00212500,2023-12-05 12:10PM EST,212.5,19.15,17.45,17.75,0.0,-,-,2,85.35%,Put,"December 8, 2023"
AAPL231208P00215000,2023-12-07 10:21AM EST,215.0,20.35,20.0,20.25,0.0,-,101,1,94.92%,Put,"December 8, 2023"
AAPL231208P00217500,2023-12-06 1:11PM EST,217.5,24.7,22.5,22.7,0.0,-,2,0,92.58%,Put,"December 8, 2023"
AAPL231208P00220000,2023-12-07 3:50PM EST,220.0,25.8,25.0,25.2,0.0,-,10,0,100.78%,Put,"December 8, 2023"
AAPL231208P00235000,2023-12-07 3:57PM EST,235.0,40.74,39.95,40.15,0.0,-,40,0,0.00%,Put,"December 8, 2023"
AAPL231208P00240000,2023-12-05 11:14AM EST,240.0,46.05,44.95,45.15,0.0,-,-,0,0.00%,Put,"December 8, 2023"
AAPL231208P00250000,2023-11-03 8:30AM EST,250.0,75.0,58.55,59.05,0.0,-,1,0,441.75%,Put,"December 8, 2023"
AAPL231215C00065000,2023-12-01 2:49PM EST,65.0,126.25,129.85,130.15,0.0,-,30,51,314.84%,Call,"December 15, 2023"
AAPL231215C00070000,2023-12-06 3:51PM EST,70.0,122.38,124.75,125.05,0.0,-,2,121,263.28%,Call,"December 15, 2023"
AAPL231215C00075000,2023-12-06 3:51PM EST,75.0,117.41,119.9,120.2,0.0,-,2,248,285.94%,Call,"December 15, 2023"
AAPL231215C00080000,2023-12-04 12:48PM EST,80.0,108.89,114.85,115.1,0.0,-,1,205,253.13%,Call,"December 15, 2023"
AAPL231215C00085000,2023-11-30 3:50PM EST,85.0,104.7,109.8,110.05,0.0,-,2,559,224.22%,Call,"December 15, 2023"
AAPL231215C00090000,2023-12-05 12:06PM EST,90.0,103.41,104.85,105.15,0.0,-,1,800,226.56%,Call,"December 15, 2023"
AAPL231215C00095000,2023-12-04 3:49PM EST,95.0,94.65,99.85,100.15,0.0,-,12,558,212.11%,Call,"December 15, 2023"
AAPL231215C00100000,2023-12-07 3:46PM EST,100.0,94.27,94.95,95.15,0.0,-,9,1042,205.47%,Call,"December 15, 2023"
AAPL231215C00105000,2023-11-21 10:07AM EST,105.0,86.4,89.65,89.95,0.0,-,1,221,176.17%,Call,"December 15, 2023"
AAPL231215C00110000,2023-12-07 1:38PM EST,110.0,84.57,84.95,85.2,0.0,-,420,131,181.64%,Call,"December 15, 2023"
AAPL231215C00115000,2023-11-29 10:57AM EST,115.0,76.33,79.85,80.1,0.0,-,5,1008,156.25%,Call,"December 15, 2023"
AAPL231215C00120000,2023-12-06 3:14PM EST,120.0,72.77,74.95,75.2,0.0,-,6,164,156.64%,Call,"December 15, 2023"
AAPL231215C00125000,2023-12-07 3:47PM EST,125.0,69.26,69.95,70.15,0.0,-,5,428,142.58%,Call,"December 15, 2023"
AAPL231215C00130000,2023-12-08 10:09AM EST,130.0,64.77,64.85,65.1,0.4,+0.62%,1,1294,123.24%,Call,"December 15, 2023"
AAPL231215C00135000,2023-12-08 10:08AM EST,135.0,59.84,59.95,60.25,0.48,+0.81%,2,2277,124.51%,Call,"December 15, 2023"
AAPL231215C00140000,2023-12-08 10:07AM EST,140.0,54.7,54.9,55.15,-0.4,-0.73%,2,5355,107.81%,Call,"December 15, 2023"
AAPL231215C00145000,2023-12-08 10:37AM EST,145.0,49.4,50.0,50.25,-0.5,-1.00%,1,2708,104.79%,Call,"December 15, 2023"
AAPL231215C00150000,2023-12-07 3:33PM EST,150.0,44.25,45.0,45.2,0.0,-,4,8497,92.97%,Call,"December 15, 2023"
AAPL231215C00155000,2023-12-07 3:55PM EST,155.0,39.26,39.95,40.2,-0.26,-0.66%,6000,14446,81.54%,Call,"December 15, 2023"
AAPL231215C00157500,2023-12-06 2:10PM EST,157.5,35.79,37.5,37.7,0.0,-,1,6,78.03%,Call,"December 15, 2023"
AAPL231215C00160000,2023-12-08 9:57AM EST,160.0,34.0,35.05,35.45,-0.23,-0.67%,29,28118,79.69%,Call,"December 15, 2023"
AAPL231215C00162500,2023-12-08 10:16AM EST,162.5,32.58,32.45,32.7,5.68,+21.12%,1,29,67.09%,Call,"December 15, 2023"
AAPL231215C00165000,2023-12-08 10:15AM EST,165.0,29.47,29.9,30.05,-0.07,-0.24%,4,12869,56.64%,Call,"December 15, 2023"
AAPL231215C00167500,2023-12-08 10:30AM EST,167.5,27.4,27.5,27.9,0.58,+2.16%,1,37,62.55%,Call,"December 15, 2023"
AAPL231215C00170000,2023-12-08 10:37AM EST,170.0,24.75,25.05,25.25,0.4,+1.64%,129,30508,55.81%,Call,"December 15, 2023"
AAPL231215C00172500,2023-12-08 10:06AM EST,172.5,22.0,22.55,22.75,-0.12,-0.54%,5,66,50.93%,Call,"December 15, 2023"
AAPL231215C00175000,2023-12-08 10:38AM EST,175.0,19.54,20.0,20.25,0.05,+0.26%,38,26815,48.98%,Call,"December 15, 2023"
AAPL231215C00177500,2023-12-08 10:40AM EST,177.5,17.12,17.6,17.8,0.17,+1.00%,9,376,45.12%,Call,"December 15, 2023"
AAPL231215C00180000,2023-12-08 10:50AM EST,180.0,15.05,15.15,15.25,0.5,+3.44%,495,40115,38.72%,Call,"December 15, 2023"
AAPL231215C00182500,2023-12-08 10:38AM EST,182.5,12.15,12.65,12.75,0.03,+0.25%,49,1154,33.52%,Call,"December 15, 2023"
AAPL231215C00185000,2023-12-08 10:50AM EST,185.0,10.08,10.0,10.3,0.41,+4.24%,456,34050,29.15%,Call,"December 15, 2023"
AAPL231215C00187500,2023-12-08 10:37AM EST,187.5,7.16,7.8,7.9,-0.09,-1.24%,81,13575,25.17%,Call,"December 15, 2023"
AAPL231215C00190000,2023-12-08 10:54AM EST,190.0,5.6,5.5,5.6,0.5,+9.80%,1471,75194,21.63%,Call,"December 15, 2023"
AAPL231215C00192500,2023-12-08 10:53AM EST,192.5,3.5,3.5,3.55,0.25,+7.69%,2983,15123,19.09%,Call,"December 15, 2023"
AAPL231215C00195000,2023-12-08 10:54AM EST,195.0,1.88,1.88,1.89,0.13,+7.43%,14046,41496,17.10%,Call,"December 15, 2023"
AAPL231215C00197500,2023-12-08 10:54AM EST,197.5,0.83,0.82,0.83,0.01,+1.22%,4541,11921,16.11%,Call,"December 15, 2023"
AAPL231215C00200000,2023-12-08 10:54AM EST,200.0,0.32,0.31,0.32,-0.03,-8.57%,7363,66521,16.02%,Call,"December 15, 2023"
AAPL231215C00202500,2023-12-08 10:54AM EST,202.5,0.11,0.11,0.12,-0.05,-31.25%,1196,4200,16.55%,Call,"December 15, 2023"
AAPL231215C00205000,2023-12-08 10:49AM EST,205.0,0.06,0.05,0.06,-0.03,-33.33%,1102,54796,18.16%,Call,"December 15, 2023"
AAPL231215C00207500,2023-12-08 10:40AM EST,207.5,0.03,0.03,0.04,-0.01,-25.00%,119,1185,20.31%,Call,"December 15, 2023"
AAPL231215C00210000,2023-12-08 10:21AM EST,210.0,0.02,0.02,0.03,-0.01,-33.33%,337,23890,22.66%,Call,"December 15, 2023"
AAPL231215C00212500,2023-12-08 10:52AM EST,212.5,0.02,0.01,0.02,0.0,-,236,618,24.41%,Call,"December 15, 2023"
AAPL231215C00215000,2023-12-08 10:52AM EST,215.0,0.02,0.01,0.02,0.0,-,30,15760,27.34%,Call,"December 15, 2023"
AAPL231215C00217500,2023-12-08 10:16AM EST,217.5,0.01,0.0,0.01,0.0,-,2,156,28.13%,Call,"December 15, 2023"
AAPL231215C00220000,2023-12-07 1:33PM EST,220.0,0.01,0.0,0.01,0.0,-,9,18473,30.47%,Call,"December 15, 2023"
AAPL231215C00225000,2023-12-05 3:59PM EST,225.0,0.01,0.0,0.01,0.0,-,5,18493,35.16%,Call,"December 15, 2023"
AAPL231215C00230000,2023-12-08 9:30AM EST,230.0,0.01,0.0,0.01,0.0,-,300,13211,39.84%,Call,"December 15, 2023"
AAPL231215C00235000,2023-12-05 11:46AM EST,235.0,0.01,0.0,0.01,0.0,-,60,11153,44.53%,Call,"December 15, 2023"
AAPL231215C00240000,2023-12-05 1:42PM EST,240.0,0.01,0.0,0.01,0.0,-,7,4209,49.22%,Call,"December 15, 2023"
AAPL231215C00245000,2023-11-16 10:01AM EST,245.0,0.01,0.0,0.01,0.0,-,20,1979,50.00%,Call,"December 15, 2023"
AAPL231215C00250000,2023-12-01 11:17AM EST,250.0,0.01,0.0,0.01,0.0,-,1,4191,54.69%,Call,"December 15, 2023"
AAPL231215C00255000,2023-11-10 9:42AM EST,255.0,0.01,0.0,0.01,0.0,-,1,509,57.81%,Call,"December 15, 2023"
AAPL231215C00260000,2023-11-01 1:45PM EST,260.0,0.01,0.0,0.01,0.0,-,5,1787,62.50%,Call,"December 15, 2023"
AAPL231215C00265000,2023-11-01 1:45PM EST,265.0,0.01,0.0,0.01,0.0,-,6,1825,65.63%,Call,"December 15, 2023"
AAPL231215C00270000,2023-11-01 1:44PM EST,270.0,0.01,0.0,0.01,0.0,-,7,1056,68.75%,Call,"December 15, 2023"
AAPL231215C00275000,2023-10-12 8:34AM EST,275.0,0.01,0.0,0.01,0.0,-,14,1112,73.44%,Call,"December 15, 2023"
AAPL231215C00280000,2023-12-05 2:27PM EST,280.0,0.01,0.0,0.01,0.0,-,100,1492,76.56%,Call,"December 15, 2023"
AAPL231215C00285000,2023-10-10 11:27AM EST,285.0,0.01,0.0,0.01,0.0,-,40,265,79.69%,Call,"December 15, 2023"
AAPL231215C00290000,2023-12-05 3:19PM EST,290.0,0.01,0.0,0.01,0.0,-,1,936,84.38%,Call,"December 15, 2023"
AAPL231215C00295000,2023-12-07 10:15AM EST,295.0,0.01,0.0,0.01,0.0,-,6,4851,87.50%,Call,"December 15, 2023"
AAPL231215P00065000,2023-12-07 12:17PM EST,65.0,0.01,0.0,0.01,0.0,-,1,2893,225.00%,Put,"December 15, 2023"
AAPL231215P00070000,2023-11-03 2:50PM EST,70.0,0.01,0.0,0.01,0.0,-,103,3949,212.50%,Put,"December 15, 2023"
AAPL231215P00075000,2023-11-30 3:05PM EST,75.0,0.01,0.0,0.01,0.0,-,65,1202,196.88%,Put,"December 15, 2023"
AAPL231215P00080000,2023-12-04 9:30AM EST,80.0,0.01,0.0,0.01,0.0,-,11,6740,184.38%,Put,"December 15, 2023"
AAPL231215P00085000,2023-12-04 9:30AM EST,85.0,0.01,0.0,0.01,0.0,-,10,15019,171.88%,Put,"December 15, 2023"
AAPL231215P00090000,2023-12-01 12:04PM EST,90.0,0.01,0.0,0.01,0.0,-,53,4154,162.50%,Put,"December 15, 2023"
AAPL231215P00095000,2023-12-04 9:30AM EST,95.0,0.01,0.0,0.01,0.0,-,1,4773,150.00%,Put,"December 15, 2023"
AAPL231215P00100000,2023-12-06 1:34PM EST,100.0,0.01,0.0,0.01,0.0,-,2,17125,140.63%,Put,"December 15, 2023"
AAPL231215P00105000,2023-12-07 12:23PM EST,105.0,0.01,0.0,0.01,0.0,-,1,5860,131.25%,Put,"December 15, 2023"
AAPL231215P00110000,2023-12-07 12:35PM EST,110.0,0.01,0.0,0.01,0.0,-,13,10755,121.88%,Put,"December 15, 2023"
AAPL231215P00115000,2023-12-05 3:04PM EST,115.0,0.01,0.0,0.01,0.0,-,2,7440,112.50%,Put,"December 15, 2023"
AAPL231215P00120000,2023-12-07 12:24PM EST,120.0,0.01,0.0,0.01,0.0,-,2,8412,103.13%,Put,"December 15, 2023"
AAPL231215P00125000,2023-12-06 11:52AM EST,125.0,0.01,0.0,0.01,0.0,-,1,24459,93.75%,Put,"December 15, 2023"
AAPL231215P00130000,2023-12-07 1:42PM EST,130.0,0.01,0.0,0.01,0.0,-,1,9397,87.50%,Put,"December 15, 2023"
AAPL231215P00135000,2023-12-08 10:42AM EST,135.0,0.01,0.0,0.01,0.0,-,1,132851,79.69%,Put,"December 15, 2023"
AAPL231215P00140000,2023-12-08 9:59AM EST,140.0,0.01,0.0,0.01,0.0,-,2,15990,71.88%,Put,"December 15, 2023"
AAPL231215P00145000,2023-12-08 10:16AM EST,145.0,0.01,0.0,0.01,0.0,-,87,18225,65.63%,Put,"December 15, 2023"
AAPL231215P00150000,2023-12-08 10:48AM EST,150.0,0.01,0.01,0.02,-0.01,-50.00%,118,35628,64.06%,Put,"December 15, 2023"
AAPL231215P00152500,2023-12-06 3:52PM EST,152.5,0.01,0.01,0.02,0.0,-,10,446,60.94%,Put,"December 15, 2023"
AAPL231215P00155000,2023-12-08 10:53AM EST,155.0,0.02,0.01,0.02,0.0,-,6052,34172,57.03%,Put,"December 15, 2023"
AAPL231215P00157500,2023-12-07 3:59PM EST,157.5,0.02,0.01,0.02,0.0,-,57,761,53.13%,Put,"December 15, 2023"
AAPL231215P00160000,2023-12-08 10:50AM EST,160.0,0.02,0.02,0.03,0.0,-,166,67640,52.34%,Put,"December 15, 2023"
AAPL231215P00162500,2023-12-07 1:36PM EST,162.5,0.03,0.02,0.03,0.0,-,6,949,50.00%,Put,"December 15, 2023"
AAPL231215P00165000,2023-12-08 10:12AM EST,165.0,0.03,0.02,0.03,-0.01,-25.00%,21,40432,46.09%,Put,"December 15, 2023"
AAPL231215P00167500,2023-12-08 9:52AM EST,167.5,0.03,0.03,0.04,-0.02,-40.00%,3,1151,43.95%,Put,"December 15, 2023"
AAPL231215P00170000,2023-12-08 10:53AM EST,170.0,0.04,0.04,0.05,-0.01,-20.00%,74,61189,41.41%,Put,"December 15, 2023"
AAPL231215P00172500,2023-12-08 10:12AM EST,172.5,0.04,0.04,0.06,-0.02,-33.33%,16,6368,38.48%,Put,"December 15, 2023"
AAPL231215P00175000,2023-12-08 10:47AM EST,175.0,0.05,0.05,0.06,-0.03,-37.50%,104,59339,34.38%,Put,"December 15, 2023"
AAPL231215P00177500,2023-12-08 10:47AM EST,177.5,0.07,0.06,0.07,-0.03,-30.00%,49,6599,31.25%,Put,"December 15, 2023"
AAPL231215P00180000,2023-12-08 10:46AM EST,180.0,0.09,0.08,0.09,-0.02,-18.18%,802,88704,28.32%,Put,"December 15, 2023"
AAPL231215P00182500,2023-12-08 10:50AM EST,182.5,0.1,0.1,0.11,-0.04,-28.57%,1826,10255,25.10%,Put,"December 15, 2023"
AAPL231215P00185000,2023-12-08 10:53AM EST,185.0,0.13,0.13,0.14,-0.08,-38.10%,3206,36773,21.78%,Put,"December 15, 2023"
AAPL231215P00187500,2023-12-08 10:53AM EST,187.5,0.21,0.21,0.22,-0.13,-38.24%,1787,21888,19.14%,Put,"December 15, 2023"
AAPL231215P00190000,2023-12-08 10:53AM EST,190.0,0.41,0.4,0.41,-0.25,-37.88%,6638,40451,17.09%,Put,"December 15, 2023"
