Contract Name,Last Trade Date,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility,Type,Maturity
TSLA231208C00185000,2023-12-08 10:08AM EST,185.0,58.83,58.8,59.35,0.63,+1.08%,29,85,241.41%,Call,"December 8, 2023"
TSLA231208C00187500,2023-12-07 2:09PM EST,187.5,53.63,56.15,56.8,0.0,-,1,11,195.31%,Call,"December 8, 2023"
TSLA231208C00190000,2023-12-08 10:22AM EST,190.0,54.0,53.8,54.5,3.13,+6.15%,23,136,235.55%,Call,"December 8, 2023"
TSLA231208C00192500,2023-12-01 12:41PM EST,192.5,47.48,51.2,51.85,0.0,-,1,2,197.66%,Call,"December 8, 2023"
TSLA231208C00195000,2023-12-07 12:05PM EST,195.0,47.74,48.6,49.4,0.0,-,19,219,179.69%,Call,"December 8, 2023"
TSLA231208C00197500,2023-12-07 9:42AM EST,197.5,40.15,46.25,46.8,0.0,-,1,7,178.91%,Call,"December 8, 2023"
TSLA231208C00200000,2023-12-08 10:46AM EST,200.0,43.5,43.6,44.05,1.0,+2.35%,88,557,175.39%,Call,"December 8, 2023"
TSLA231208C00202500,2023-12-08 10:45AM EST,202.5,40.52,41.25,41.8,-0.05,-0.12%,78,106,160.16%,Call,"December 8, 2023"
TSLA231208C00205000,2023-12-08 10:22AM EST,205.0,39.47,38.55,39.1,2.6,+7.05%,27,389,165.23%,Call,"December 8, 2023"
TSLA231208C00207500,2023-12-07 1:05PM EST,207.5,33.08,36.15,36.6,0.0,-,1,38,155.47%,Call,"December 8, 2023"
TSLA231208C00210000,2023-12-08 10:35AM EST,210.0,33.55,33.55,34.25,0.9,+2.76%,51,865,163.28%,Call,"December 8, 2023"
TSLA231208C00212500,2023-12-08 10:02AM EST,212.5,30.56,30.95,31.55,1.29,+4.41%,7,55,127.93%,Call,"December 8, 2023"
TSLA231208C00215000,2023-12-08 10:33AM EST,215.0,29.35,28.55,29.1,2.45,+9.11%,25,1308,125.98%,Call,"December 8, 2023"
TSLA231208C00217500,2023-12-07 12:01PM EST,217.5,26.37,26.1,26.8,1.01,+3.98%,2,138,81.25%,Call,"December 8, 2023"
TSLA231208C00220000,2023-12-08 10:43AM EST,220.0,22.89,23.8,24.25,0.24,+1.06%,481,2515,96.09%,Call,"December 8, 2023"
TSLA231208C00222500,2023-12-08 10:07AM EST,222.5,21.37,21.3,21.8,1.26,+6.27%,4,666,90.63%,Call,"December 8, 2023"
TSLA231208C00225000,2023-12-08 10:26AM EST,225.0,19.18,18.8,19.3,1.66,+9.47%,528,1950,81.25%,Call,"December 8, 2023"
TSLA231208C00227500,2023-12-08 10:50AM EST,227.5,16.1,16.3,16.65,1.01,+6.69%,81,637,60.16%,Call,"December 8, 2023"
TSLA231208C00230000,2023-12-08 10:49AM EST,230.0,13.64,13.9,14.0,0.81,+6.31%,456,5675,56.25%,Call,"December 8, 2023"
TSLA231208C00232500,2023-12-08 10:54AM EST,232.5,11.58,11.5,11.7,1.1,+10.50%,422,4583,56.84%,Call,"December 8, 2023"
TSLA231208C00235000,2023-12-08 10:54AM EST,235.0,8.95,9.0,9.15,0.83,+10.22%,2558,5632,49.61%,Call,"December 8, 2023"
TSLA231208C00237500,2023-12-08 10:53AM EST,237.5,6.7,6.55,6.7,0.65,+10.74%,2604,4946,40.82%,Call,"December 8, 2023"
TSLA231208C00240000,2023-12-08 10:55AM EST,240.0,4.23,4.25,4.35,-0.07,-1.63%,23670,20383,33.69%,Call,"December 8, 2023"
TSLA231208C00242500,2023-12-08 10:55AM EST,242.5,2.32,2.39,2.42,-0.5,-17.73%,55315,13339,31.45%,Call,"December 8, 2023"
TSLA231208C00245000,2023-12-08 10:55AM EST,245.0,1.02,1.08,1.1,-0.7,-40.70%,111746,48655,30.81%,Call,"December 8, 2023"
TSLA231208C00247500,2023-12-08 10:55AM EST,247.5,0.36,0.4,0.42,-0.66,-64.71%,30057,18166,31.40%,Call,"December 8, 2023"
TSLA231208C00250000,2023-12-08 10:55AM EST,250.0,0.13,0.13,0.14,-0.42,-76.36%,43247,40144,32.52%,Call,"December 8, 2023"
TSLA231208C00252500,2023-12-08 10:54AM EST,252.5,0.04,0.04,0.05,-0.26,-86.67%,6756,12502,34.77%,Call,"December 8, 2023"
TSLA231208C00255000,2023-12-08 10:54AM EST,255.0,0.03,0.02,0.03,-0.13,-81.25%,12088,20600,39.45%,Call,"December 8, 2023"
TSLA231208C00257500,2023-12-08 10:55AM EST,257.5,0.02,0.01,0.02,-0.08,-80.00%,2327,10957,44.53%,Call,"December 8, 2023"
TSLA231208C00260000,2023-12-08 10:55AM EST,260.0,0.02,0.01,0.02,-0.04,-66.67%,4483,27240,51.56%,Call,"December 8, 2023"
TSLA231208C00262500,2023-12-08 10:47AM EST,262.5,0.01,0.01,0.02,-0.03,-75.00%,888,8296,56.25%,Call,"December 8, 2023"
TSLA231208C00265000,2023-12-08 10:55AM EST,265.0,0.02,0.01,0.02,-0.01,-33.33%,1503,11616,62.50%,Call,"December 8, 2023"
TSLA231208C00267500,2023-12-08 10:42AM EST,267.5,0.01,0.0,0.01,-0.01,-50.00%,420,5502,62.50%,Call,"December 8, 2023"
TSLA231208C00270000,2023-12-08 10:50AM EST,270.0,0.01,0.0,0.01,-0.01,-50.00%,858,10428,67.19%,Call,"December 8, 2023"
TSLA231208C00272500,2023-12-08 10:40AM EST,272.5,0.01,0.0,0.01,-0.01,-50.00%,612,5187,71.88%,Call,"December 8, 2023"
TSLA231208C00275000,2023-12-08 10:43AM EST,275.0,0.01,0.0,0.01,-0.01,-50.00%,126,7733,78.13%,Call,"December 8, 2023"
TSLA231208C00277500,2023-12-08 10:32AM EST,277.5,0.01,0.0,0.01,0.0,-,49,3398,84.38%,Call,"December 8, 2023"
TSLA231208C00280000,2023-12-08 10:46AM EST,280.0,0.01,0.0,0.01,0.0,-,240,7744,87.50%,Call,"December 8, 2023"
TSLA231208C00282500,2023-12-08 10:46AM EST,282.5,0.01,0.0,0.01,0.0,-,46,1518,93.75%,Call,"December 8, 2023"
TSLA231208C00285000,2023-12-08 10:32AM EST,285.0,0.01,0.0,0.01,0.0,-,2,5791,96.88%,Call,"December 8, 2023"
TSLA231208C00287500,2023-12-07 3:50PM EST,287.5,0.01,0.0,0.01,0.0,-,11,3282,103.13%,Call,"December 8, 2023"
TSLA231208C00290000,2023-12-07 3:13PM EST,290.0,0.01,0.0,0.01,0.0,-,47,4697,109.38%,Call,"December 8, 2023"
TSLA231208C00292500,2023-12-07 2:41PM EST,292.5,0.01,0.0,0.01,0.0,-,12,2608,112.50%,Call,"December 8, 2023"
TSLA231208C00295000,2023-12-07 3:10PM EST,295.0,0.01,0.0,0.01,0.0,-,108,2267,118.75%,Call,"December 8, 2023"
TSLA231208C00297500,2023-12-07 1:31PM EST,297.5,0.01,0.0,0.01,0.0,-,1,1052,125.00%,Call,"December 8, 2023"
TSLA231208C00300000,2023-12-08 10:33AM EST,300.0,0.01,0.0,0.01,0.0,-,5,7071,128.13%,Call,"December 8, 2023"
TSLA231208C00305000,2023-12-07 2:24PM EST,305.0,0.01,0.0,0.01,0.0,-,32,3265,137.50%,Call,"December 8, 2023"
TSLA231208C00310000,2023-12-07 2:28PM EST,310.0,0.01,0.0,0.01,0.0,-,13,1884,143.75%,Call,"December 8, 2023"
TSLA231208C00315000,2023-12-07 10:59AM EST,315.0,0.01,0.0,0.01,0.0,-,1,3683,156.25%,Call,"December 8, 2023"
TSLA231208C00320000,2023-12-05 11:29AM EST,320.0,0.01,0.0,0.01,0.0,-,289,2988,162.50%,Call,"December 8, 2023"
TSLA231208C00325000,2023-12-06 10:24AM EST,325.0,0.01,0.0,0.01,0.0,-,2,1133,171.88%,Call,"December 8, 2023"
TSLA231208C00330000,2023-12-05 12:20PM EST,330.0,0.01,0.0,0.01,0.0,-,22,1717,181.25%,Call,"December 8, 2023"
TSLA231208C00335000,2023-12-05 2:01PM EST,335.0,0.01,0.0,0.01,0.0,-,2,1415,187.50%,Call,"December 8, 2023"
TSLA231208C00340000,2023-12-06 1:42PM EST,340.0,0.01,0.0,0.01,0.0,-,3,1228,193.75%,Call,"December 8, 2023"
TSLA231208C00345000,2023-12-07 3:01PM EST,345.0,0.01,0.0,0.01,0.0,-,2,950,206.25%,Call,"December 8, 2023"
TSLA231208C00350000,2023-12-07 3:27PM EST,350.0,0.01,0.0,0.01,0.0,-,10,406,212.50%,Call,"December 8, 2023"
TSLA231208C00355000,2023-12-01 10:15AM EST,355.0,0.01,0.0,0.01,0.0,-,2,444,218.75%,Call,"December 8, 2023"
TSLA231208C00360000,2023-11-30 3:14PM EST,360.0,0.01,0.0,0.01,0.0,-,307,1585,225.00%,Call,"December 8, 2023"
TSLA231208C00365000,2023-11-30 3:20PM EST,365.0,0.01,0.0,0.01,0.0,-,201,463,237.50%,Call,"December 8, 2023"
TSLA231208C00370000,2023-12-07 12:25PM EST,370.0,0.01,0.0,0.01,0.0,-,1,182,243.75%,Call,"December 8, 2023"
TSLA231208C00375000,2023-11-30 9:56AM EST,375.0,0.01,0.0,0.01,0.0,-,10,372,250.00%,Call,"December 8, 2023"
TSLA231208C00380000,2023-11-30 9:37AM EST,380.0,0.01,0.0,0.01,0.0,-,19,72,256.25%,Call,"December 8, 2023"
TSLA231208C00385000,2023-11-29 10:28AM EST,385.0,0.01,0.0,0.01,0.0,-,62,107,262.50%,Call,"December 8, 2023"
TSLA231208C00390000,2023-11-21 1:36PM EST,390.0,0.02,0.0,0.01,0.0,-,1,116,268.75%,Call,"December 8, 2023"
TSLA231208C00395000,2023-11-14 11:44AM EST,395.0,0.04,0.0,0.01,0.0,-,1,4,275.00%,Call,"December 8, 2023"
TSLA231208C00400000,2023-12-04 9:30AM EST,400.0,0.01,0.0,0.01,0.0,-,1,93,281.25%,Call,"December 8, 2023"
TSLA231208C00405000,2023-12-01 9:30AM EST,405.0,0.01,0.0,0.01,0.0,-,5,19,287.50%,Call,"December 8, 2023"
TSLA231208C00410000,2023-11-07 9:48AM EST,410.0,0.03,0.0,0.01,0.0,-,-,1,293.75%,Call,"December 8, 2023"
TSLA231208C00415000,2023-12-05 1:51PM EST,415.0,0.01,0.0,0.01,0.0,-,4,112,300.00%,Call,"December 8, 2023"
TSLA231208C00420000,2023-11-21 11:52AM EST,420.0,0.01,0.0,0.01,0.0,-,1,13,306.25%,Call,"December 8, 2023"
TSLA231208C00425000,2023-11-21 2:27PM EST,425.0,0.01,0.0,0.01,0.0,-,5,7,312.50%,Call,"December 8, 2023"
TSLA231208C00430000,2023-11-20 9:43AM EST,430.0,0.01,0.0,0.01,0.0,-,1,1,318.75%,Call,"December 8, 2023"
TSLA231208C00435000,2023-12-07 10:35AM EST,435.0,0.01,0.0,0.01,0.0,-,2,8,325.00%,Call,"December 8, 2023"
TSLA231208C00440000,2023-12-06 9:30AM EST,440.0,0.01,0.0,0.01,0.0,-,1,15,331.25%,Call,"December 8, 2023"
TSLA231208P00020000,2023-12-07 9:30AM EST,20.0,0.01,0.0,0.01,0.0,-,2,55,"1,425.00%",Put,"December 8, 2023"
TSLA231208P00030000,2023-11-20 9:38AM EST,30.0,0.01,0.0,0.01,0.0,-,3,27,"1,200.00%",Put,"December 8, 2023"
TSLA231208P00050000,2023-11-21 9:30AM EST,50.0,0.01,0.0,0.01,0.0,-,10,767,900.00%,Put,"December 8, 2023"
TSLA231208P00060000,2023-11-22 9:47AM EST,60.0,0.01,0.0,0.01,0.0,-,-,4,787.50%,Put,"December 8, 2023"
TSLA231208P00070000,2023-11-22 9:43AM EST,70.0,0.01,0.0,0.01,0.0,-,1,1001,712.50%,Put,"December 8, 2023"
TSLA231208P00080000,2023-11-27 3:26PM EST,80.0,0.01,0.0,0.01,0.0,-,2,427,637.50%,Put,"December 8, 2023"
TSLA231208P00090000,2023-11-21 10:30AM EST,90.0,0.01,0.0,0.01,0.0,-,22,60,575.00%,Put,"December 8, 2023"
TSLA231208P00100000,2023-12-04 10:19AM EST,100.0,0.01,0.0,0.01,0.0,-,20,22512,512.50%,Put,"December 8, 2023"
TSLA231208P00105000,2023-12-04 9:37AM EST,105.0,0.01,0.0,0.01,0.0,-,55,22197,487.50%,Put,"December 8, 2023"
TSLA231208P00110000,2023-12-07 9:44AM EST,110.0,0.01,0.0,0.01,0.0,-,60,2375,462.50%,Put,"December 8, 2023"
TSLA231208P00115000,2023-12-04 9:43AM EST,115.0,0.01,0.0,0.01,0.0,-,517,626,437.50%,Put,"December 8, 2023"
TSLA231208P00120000,2023-12-05 11:46AM EST,120.0,0.01,0.0,0.01,0.0,-,3,528,412.50%,Put,"December 8, 2023"
TSLA231208P00125000,2023-12-04 9:30AM EST,125.0,0.02,0.0,0.01,0.0,-,2,4464,387.50%,Put,"December 8, 2023"
TSLA231208P00130000,2023-12-04 11:12AM EST,130.0,0.01,0.0,0.01,0.0,-,4,3903,362.50%,Put,"December 8, 2023"
TSLA231208P00135000,2023-12-06 9:30AM EST,135.0,0.01,0.0,0.01,0.0,-,1,2141,350.00%,Put,"December 8, 2023"
TSLA231208P00140000,2023-12-07 9:30AM EST,140.0,0.01,0.0,0.01,0.0,-,1,3765,325.00%,Put,"December 8, 2023"
TSLA231208P00145000,2023-12-04 3:43PM EST,145.0,0.01,0.0,0.01,0.0,-,73,4283,306.25%,Put,"December 8, 2023"
TSLA231208P00150000,2023-12-07 11:21AM EST,150.0,0.01,0.0,0.01,0.0,-,1,4426,287.50%,Put,"December 8, 2023"
TSLA231208P00155000,2023-12-07 10:06AM EST,155.0,0.01,0.0,0.01,0.0,-,1,1603,268.75%,Put,"December 8, 2023"
TSLA231208P00160000,2023-12-07 3:58PM EST,160.0,0.01,0.0,0.01,0.0,-,5,3871,250.00%,Put,"December 8, 2023"
TSLA231208P00165000,2023-12-07 10:03AM EST,165.0,0.01,0.0,0.01,0.0,-,41,1260,237.50%,Put,"December 8, 2023"
TSLA231208P00170000,2023-12-08 10:00AM EST,170.0,0.01,0.0,0.01,0.0,-,118,4284,218.75%,Put,"December 8, 2023"
TSLA231208P00175000,2023-12-07 3:57PM EST,175.0,0.01,0.0,0.01,0.0,-,1,4629,200.00%,Put,"December 8, 2023"
TSLA231208P00180000,2023-12-08 9:32AM EST,180.0,0.01,0.0,0.01,0.0,-,2,4028,187.50%,Put,"December 8, 2023"
TSLA231208P00182500,2023-12-07 3:57PM EST,182.5,0.01,0.0,0.01,0.0,-,149,776,175.00%,Put,"December 8, 2023"
TSLA231208P00185000,2023-12-08 9:57AM EST,185.0,0.01,0.0,0.01,0.0,-,2,7112,168.75%,Put,"December 8, 2023"
TSLA231208P00187500,2023-12-07 3:11PM EST,187.5,0.01,0.0,0.01,0.0,-,360,933,162.50%,Put,"December 8, 2023"
TSLA231208P00190000,2023-12-08 10:37AM EST,190.0,0.01,0.0,0.01,-0.01,-50.00%,131,6220,156.25%,Put,"December 8, 2023"
TSLA231208P00192500,2023-12-07 3:55PM EST,192.5,0.01,0.0,0.01,-0.01,-50.00%,3,3234,146.88%,Put,"December 8, 2023"
TSLA231208P00195000,2023-12-08 10:31AM EST,195.0,0.01,0.0,0.01,-0.01,-50.00%,104,2746,137.50%,Put,"December 8, 2023"
TSLA231208P00197500,2023-12-08 9:42AM EST,197.5,0.01,0.0,0.01,-0.01,-50.00%,53,1903,131.25%,Put,"December 8, 2023"
TSLA231208P00200000,2023-12-08 10:35AM EST,200.0,0.01,0.0,0.01,0.0,-,221,12951,125.00%,Put,"December 8, 2023"
TSLA231208P00202500,2023-12-08 10:13AM EST,202.5,0.01,0.0,0.01,-0.01,-50.00%,759,3161,118.75%,Put,"December 8, 2023"
TSLA231208P00205000,2023-12-08 10:40AM EST,205.0,0.01,0.0,0.01,-0.01,-50.00%,610,7820,112.50%,Put,"December 8, 2023"
TSLA231208P00207500,2023-12-08 10:15AM EST,207.5,0.01,0.0,0.01,-0.02,-66.67%,222,2903,103.13%,Put,"December 8, 2023"
TSLA231208P00210000,2023-12-08 10:46AM EST,210.0,0.01,0.0,0.01,-0.01,-50.00%,413,8563,96.88%,Put,"December 8, 2023"
TSLA231208P00212500,2023-12-08 10:51AM EST,212.5,0.01,0.0,0.01,-0.03,-75.00%,262,3883,90.63%,Put,"December 8, 2023"
TSLA231208P00215000,2023-12-08 10:54AM EST,215.0,0.01,0.01,0.02,-0.01,-50.00%,416,7947,92.19%,Put,"December 8, 2023"
TSLA231208P00217500,2023-12-08 10:49AM EST,217.5,0.01,0.0,0.01,-0.02,-66.67%,309,4554,75.00%,Put,"December 8, 2023"
TSLA231208P00220000,2023-12-08 10:54AM EST,220.0,0.01,0.01,0.02,-0.02,-66.67%,1468,12696,76.56%,Put,"December 8, 2023"
TSLA231208P00222500,2023-12-08 10:47AM EST,222.5,0.02,0.01,0.02,-0.03,-60.00%,611,8667,68.75%,Put,"December 8, 2023"
TSLA231208P00225000,2023-12-08 10:52AM EST,225.0,0.02,0.01,0.02,-0.04,-66.67%,2491,13928,61.72%,Put,"December 8, 2023"
TSLA231208P00227500,2023-12-08 10:53AM EST,227.5,0.02,0.01,0.02,-0.06,-75.00%,1648,8482,53.91%,Put,"December 8, 2023"
TSLA231208P00230000,2023-12-08 10:54AM EST,230.0,0.01,0.01,0.02,-0.14,-93.33%,10360,23552,48.44%,Put,"December 8, 2023"
TSLA231208P00232500,2023-12-08 10:54AM EST,232.5,0.02,0.02,0.03,-0.24,-92.31%,8208,12650,42.58%,Put,"December 8, 2023"
TSLA231208P00235000,2023-12-08 10:54AM EST,235.0,0.05,0.04,0.05,-0.44,-89.80%,28746,17824,37.31%,Put,"December 8, 2023"
TSLA231208P00237500,2023-12-08 10:53AM EST,237.5,0.09,0.1,0.11,-0.83,-90.22%,30601,13945,33.01%,Put,"December 8, 2023"
TSLA231208P00240000,2023-12-08 10:55AM EST,240.0,0.31,0.28,0.29,-1.29,-80.62%,70332,18348,29.83%,Put,"December 8, 2023"
TSLA231208P00242500,2023-12-08 10:55AM EST,242.5,0.82,0.86,0.88,-1.83,-69.06%,45272,4993,29.35%,Put,"December 8, 2023"
TSLA231208P00245000,2023-12-08 10:55AM EST,245.0,2.06,2.05,2.07,-1.99,-49.14%,18188,6910,29.00%,Put,"December 8, 2023"
TSLA231208P00247500,2023-12-08 10:54AM EST,247.5,3.95,3.85,3.95,-1.8,-31.30%,3153,2790,30.57%,Put,"December 8, 2023"
TSLA231208P00250000,2023-12-08 10:54AM EST,250.0,6.2,6.05,6.25,-1.8,-22.50%,1657,2791,35.06%,Put,"December 8, 2023"
TSLA231208P00252500,2023-12-08 10:52AM EST,252.5,8.62,8.45,8.6,-1.63,-15.90%,99,713,33.59%,Put,"December 8, 2023"
TSLA231208P00255000,2023-12-08 10:40AM EST,255.0,12.31,11.1,11.3,-0.24,-1.91%,218,533,51.47%,Put,"December 8, 2023"
TSLA231208P00257500,2023-12-08 10:47AM EST,257.5,14.14,13.3,13.65,-2.14,-13.14%,17,461,55.66%,Put,"December 8, 2023"
TSLA231208P00260000,2023-12-08 10:46AM EST,260.0,17.05,15.9,16.1,-1.05,-5.80%,199,2809,56.25%,Put,"December 8, 2023"
TSLA231208P00262500,2023-12-08 9:44AM EST,262.5,19.5,18.15,18.7,-1.05,-5.11%,4,653,77.15%,Put,"December 8, 2023"
TSLA231208P00265000,2023-12-08 10:26AM EST,265.0,20.6,21.0,21.45,-2.73,-11.70%,4,316,87.70%,Put,"December 8, 2023"
TSLA231208P00267500,2023-12-07 2:49PM EST,267.5,26.85,22.7,25.5,0.0,-,1,2,121.88%,Put,"December 8, 2023"
TSLA231208P00270000,2023-12-08 10:02AM EST,270.0,27.2,25.95,26.2,-0.3,-1.09%,4,421,75.00%,Put,"December 8, 2023"
TSLA231208P00272500,2023-12-08 10:36AM EST,272.5,29.06,27.3,30.2,-1.78,-5.77%,6,0,113.87%,Put,"December 8, 2023"
TSLA231208P00275000,2023-12-07 3:04PM EST,275.0,33.78,29.7,32.7,0.0,-,2,0,115.63%,Put,"December 8, 2023"
TSLA231208P00277500,2023-12-06 1:39PM EST,277.5,34.9,32.3,35.2,0.0,-,32,0,129.10%,Put,"December 8, 2023"
TSLA231208P00280000,2023-12-07 1:27PM EST,280.0,40.2,35.5,36.8,0.0,-,6,1,121.88%,Put,"December 8, 2023"
TSLA231208P00282500,2023-12-01 9:33AM EST,282.5,49.7,38.5,40.2,0.0,-,1,0,189.06%,Put,"December 8, 2023"
TSLA231208P00285000,2023-12-04 12:52PM EST,285.0,47.43,39.8,42.7,0.0,-,10,0,150.78%,Put,"December 8, 2023"
TSLA231208P00290000,2023-12-07 11:20AM EST,290.0,48.0,45.95,47.2,0.0,-,2,5,195.90%,Put,"December 8, 2023"
TSLA231208P00292500,2023-12-06 1:14PM EST,292.5,48.85,47.25,50.95,0.0,-,-,0,205.47%,Put,"December 8, 2023"
TSLA231208P00295000,2023-12-06 2:17PM EST,295.0,55.1,49.75,53.45,0.0,-,26,6,212.99%,Put,"December 8, 2023"
TSLA231208P00300000,2023-12-07 9:33AM EST,300.0,59.5,54.75,58.45,0.0,-,1,8,227.73%,Put,"December 8, 2023"
TSLA231208P00305000,2023-12-07 9:57AM EST,305.0,66.86,59.75,63.45,0.0,-,2,0,241.99%,Put,"December 8, 2023"
TSLA231208P00310000,2023-12-06 3:13PM EST,310.0,68.08,64.75,68.45,0.0,-,160,0,255.96%,Put,"December 8, 2023"
TSLA231208P00315000,2023-11-27 9:37AM EST,315.0,79.75,69.75,73.45,0.0,-,-,0,269.53%,Put,"December 8, 2023"
TSLA231208P00320000,2023-12-06 2:34PM EST,320.0,78.1,74.75,78.45,0.0,-,40,0,282.62%,Put,"December 8, 2023"
TSLA231208P00325000,2023-12-06 2:34PM EST,325.0,83.1,79.75,83.45,0.0,-,-,0,295.51%,Put,"December 8, 2023"
TSLA231208P00330000,2023-12-07 11:38AM EST,330.0,87.05,84.75,88.45,0.0,-,4,0,308.20%,Put,"December 8, 2023"
TSLA231208P00340000,2023-12-08 9:30AM EST,340.0,99.77,94.75,98.45,2.57,+2.64%,2,2,332.42%,Put,"December 8, 2023"
TSLA231208P00345000,2023-12-06 1:43PM EST,345.0,103.31,99.75,103.45,0.0,-,-,0,344.14%,Put,"December 8, 2023"
TSLA231208P00350000,2023-12-06 3:46PM EST,350.0,109.91,104.75,108.45,0.0,-,-,0,355.47%,Put,"December 8, 2023"
TSLA231208P00355000,2023-12-04 9:45AM EST,355.0,119.0,109.75,113.45,0.0,-,2,0,366.80%,Put,"December 8, 2023"
TSLA231208P00360000,2023-12-07 11:41AM EST,360.0,117.42,114.75,118.45,0.0,-,14,0,377.73%,Put,"December 8, 2023"
TSLA231208P00370000,2023-12-06 2:21PM EST,370.0,127.87,124.7,128.45,0.0,-,-,0,396.29%,Put,"December 8, 2023"
TSLA231208P00390000,2023-12-07 9:37AM EST,390.0,148.2,144.7,148.65,0.0,-,1,0,448.63%,Put,"December 8, 2023"
TSLA231208P00400000,2023-12-05 11:31AM EST,400.0,155.11,154.7,158.65,0.0,-,-,0,468.16%,Put,"December 8, 2023"
TSLA231208P00415000,2023-11-16 11:47AM EST,415.0,179.3,169.7,173.65,0.0,-,-,0,496.09%,Put,"December 8, 2023"
TSLA231208P00430000,2023-12-07 11:07AM EST,430.0,186.4,185.85,186.1,0.0,-,3,0,379.69%,Put,"December 8, 2023"
TSLA231208P00435000,2023-12-06 1:06PM EST,435.0,191.9,190.8,191.05,0.0,-,4,0,0.00%,Put,"December 8, 2023"
TSLA231208P00440000,2023-12-07 11:10AM EST,440.0,196.2,195.85,196.1,0.0,-,3,0,392.19%,Put,"December 8, 2023"
TSLA231215C00005000,2023-12-07 3:45PM EST,5.0,236.85,238.7,239.35,0.0,-,11,304,"1,065.63%",Call,"December 15, 2023"
TSLA231215C00010000,2023-12-01 1:37PM EST,10.0,228.03,233.75,234.45,0.0,-,10,37,914.06%,Call,"December 15, 2023"
TSLA231215C00015000,2023-12-06 11:54AM EST,15.0,229.8,228.65,229.35,0.0,-,3,10,709.38%,Call,"December 15, 2023"
TSLA231215C00020000,2023-11-17 9:31AM EST,20.0,209.48,223.75,224.3,0.0,-,2,21,654.69%,Call,"December 15, 2023"
